StringID		Type		X		Y		Demand		ServiceBy
D0		d		-11.3		-2.5		0.0		-
C1		c		16.3		16.3		1.02		D/T
C2		c		18.1		13.8		1.38		D/T
C3		c		3.2		-6.8		2.85		D/T
C4		c		18.3		-4.0		4.72		D/T
C5		c		3.7		-14.9		1.76		D/T
C6		c		17.1		-8.6		1.75		D/T
C7		c		-0.6		15.4		0.64		D/T
C8		c		15.4		-19.2		2.13		D/T
C9		c		10.1		-12.1		2.06		D/T
C10		c		-6.4		-1.8		4.96		D/T
C11		c		-10.7		-15.4		3.06		D/T
C12		c		-14.7		19.6		4.04		D/T
C13		c		12.4		14.4		1.92		D/T
C14		c		-4.5		14.9		2.11		D/T
C15		c		-18.1		11.8		3.41		D/T
C16		c		-12.8		-10.4		2.58		D/T
C17		c		7.5		-16.2		3.98		D/T
C18		c		-1.4		12.6		1.48		D/T
C19		c		17.1		8.7		3.62		D/T
C20		c		-3.6		5.6		3.87		D/T
C21		c		-1.8		-9.9		59.47		T
C22		c		-11.2		19.3		82.19		T
C23		c		-0.3		-10.7		57.6		T
C24		c		-5.2		6.7		60.42		T
C25		c		-1.7		17.4		9.43		T
C26		c		-15.2		12.2		86.66		T
C27		c		14.9		-11.6		77.38		T
C28		c		-18.7		16.1		31.27		T
C29		c		11.5		-5.7		74.44		T
C30		c		8.6		-2.7		73.6		T
C31		c		-8.5		-9.2		74.83		T
C32		c		-4.5		-16.9		43.55		T
C33		c		1.6		-9.9		80.79		T
C34		c		-4.0		-7.9		75.23		T
C35		c		10.8		18.3		30.06		T
C36		c		-19.0		-13.4		17.98		T
C37		c		5.4		-2.9		24.15		T
C38		c		-12.7		9.3		66.9		T
C39		c		16.3		4.6		68.63		T
C40		c		-12.3		-4.7		56.07		T
