StringID		Type		X		Y		Demand		ServiceBy
D0		d		-25.1		34.1		0.0		-
C1		c		-9.1		-36.0		2.11		D/T
C2		c		30.5		32.8		3.55		D/T
C3		c		-26.7		37.6		2.06		D/T
C4		c		19.5		30.5		4.22		D/T
C5		c		27.3		-20.0		0.79		D/T
C6		c		-12.5		32.3		1.75		D/T
C7		c		-34.5		-31.4		1.69		D/T
C8		c		-10.9		-32.0		2.06		D/T
C9		c		-8.2		-0.2		3.52		D/T
C10		c		-24.2		13.4		0.82		D/T
C11		c		-25.4		16.0		4.38		D/T
C12		c		36.3		-23.4		0.69		D/T
C13		c		-32.3		-4.3		3.46		D/T
C14		c		12.9		33.4		3.32		D/T
C15		c		4.8		34.9		4.39		D/T
C16		c		-8.2		-37.0		3.79		D/T
C17		c		-24.1		18.3		3.86		D/T
C18		c		-24.1		-32.4		2.83		D/T
C19		c		-38.8		-5.6		0.6		D/T
C20		c		38.5		-22.3		2.41		D/T
C21		c		17.4		-20.9		2.73		D/T
C22		c		-15.1		-38.3		2.61		D/T
C23		c		17.9		-3.1		4.19		D/T
C24		c		22.0		39.2		2.4		D/T
C25		c		9.4		-0.1		2.52		D/T
C26		c		4.3		-7.9		3.34		D/T
C27		c		-0.1		26.8		0.51		D/T
C28		c		33.6		35.7		2.14		D/T
C29		c		-33.7		-14.2		2.51		D/T
C30		c		-21.2		-3.5		4.46		D/T
C31		c		-9.3		32.8		2.8		D/T
C32		c		22.1		-11.5		1.6		D/T
C33		c		-25.9		26.6		4.34		D/T
C34		c		25.4		37.9		1.81		D/T
C35		c		-5.1		-32.7		4.83		D/T
C36		c		5.9		39.2		1.3		D/T
C37		c		-13.8		39.8		3.36		D/T
C38		c		14.4		-25.3		1.69		D/T
C39		c		1.3		-37.4		2.63		D/T
C40		c		-6.0		-30.9		0.88		D/T
C41		c		-33.5		-33.2		2.25		D/T
C42		c		39.8		-33.5		1.58		D/T
C43		c		23.6		-4.0		0.58		D/T
C44		c		31.8		4.1		1.01		D/T
C45		c		6.1		31.0		1.82		D/T
C46		c		-4.4		-7.0		4.41		D/T
C47		c		1.1		29.8		4.06		D/T
C48		c		32.6		18.3		3.91		D/T
C49		c		18.9		25.5		4.18		D/T
C50		c		11.4		-11.7		4.46		D/T
C51		c		-34.4		-39.9		1.63		D/T
C52		c		-31.0		24.0		3.27		D/T
C53		c		-30.0		15.7		1.69		D/T
C54		c		-3.8		11.0		1.11		D/T
C55		c		-14.5		-5.9		3.08		D/T
C56		c		-3.8		-13.1		2.5		D/T
C57		c		25.2		-8.8		1.54		D/T
C58		c		-36.0		-27.9		1.91		D/T
C59		c		7.0		-30.6		3.67		D/T
C60		c		-12.4		5.9		4.88		D/T
C61		c		16.5		14.6		2.39		D/T
C62		c		-38.6		5.1		2.96		D/T
C63		c		13.5		-30.7		0.95		D/T
C64		c		-6.8		-4.4		1.48		D/T
C65		c		-32.1		14.8		1.2		D/T
C66		c		5.3		-0.4		3.51		D/T
C67		c		24.6		-3.8		2.89		D/T
C68		c		7.4		-5.8		4.79		D/T
C69		c		5.3		33.4		1.98		D/T
C70		c		1.4		25.3		4.07		D/T
C71		c		29.7		-30.2		2.94		D/T
C72		c		17.5		-19.7		1.41		D/T
C73		c		5.0		31.3		2.76		D/T
C74		c		34.4		-35.1		2.86		D/T
C75		c		-37.2		1.6		2.0		D/T
C76		c		39.0		34.2		1.18		D/T
C77		c		-3.3		25.5		0.54		D/T
C78		c		13.0		-36.2		4.94		D/T
C79		c		-1.8		31.6		0.57		D/T
C80		c		14.8		8.6		2.79		D/T
C81		c		-0.6		-17.2		69.7		T
C82		c		-38.8		1.4		37.51		T
C83		c		39.0		-26.4		67.16		T
C84		c		-20.1		0.0		54.73		T
C85		c		-9.5		-20.4		42.03		T
C86		c		-20.4		-23.4		32.69		T
C87		c		19.8		-11.5		52.44		T
C88		c		-12.3		6.2		31.46		T
C89		c		26.2		-14.6		61.94		T
C90		c		27.0		-20.5		98.51		T
C91		c		-7.6		12.5		62.89		T
C92		c		-22.3		-18.2		5.91		T
C93		c		-31.7		31.0		72.15		T
C94		c		3.6		35.8		13.06		T
C95		c		19.1		-14.7		86.61		T
C96		c		13.8		17.5		86.05		T
C97		c		-26.6		29.6		17.9		T
C98		c		-39.5		27.6		18.71		T
C99		c		-34.3		18.6		36.92		T
C100		c		5.4		-9.7		80.8		T
C101		c		32.7		-6.9		62.14		T
C102		c		-12.0		-37.8		65.41		T
C103		c		21.8		31.6		35.25		T
C104		c		27.1		-35.8		31.52		T
C105		c		-14.2		-21.0		48.15		T
C106		c		-27.4		24.7		57.98		T
C107		c		-21.4		-13.5		47.38		T
C108		c		-14.4		29.8		35.72		T
C109		c		-2.3		14.4		59.23		T
C110		c		-21.4		12.2		78.38		T
C111		c		-29.7		21.1		58.29		T
C112		c		7.6		17.4		27.39		T
C113		c		6.1		39.1		8.11		T
C114		c		-21.5		-14.2		15.9		T
C115		c		-6.9		-4.6		71.35		T
C116		c		-8.5		31.5		10.12		T
C117		c		-11.5		-0.2		26.95		T
C118		c		-24.6		18.0		73.66		T
C119		c		21.3		19.7		40.69		T
C120		c		-25.5		-26.5		86.96		T
C121		c		-38.9		-36.5		42.95		T
C122		c		-27.5		34.2		75.17		T
C123		c		25.0		3.2		90.53		T
C124		c		12.7		5.6		98.58		T
C125		c		11.8		8.3		66.03		T
C126		c		-27.2		15.5		50.01		T
C127		c		12.3		-7.2		88.62		T
C128		c		31.4		-17.5		30.25		T
C129		c		38.6		15.0		62.65		T
C130		c		13.7		37.9		91.75		T
C131		c		4.2		-16.0		54.25		T
C132		c		-28.2		14.2		42.57		T
C133		c		12.7		22.0		94.67		T
C134		c		-9.6		37.4		26.23		T
C135		c		-6.7		7.1		90.63		T
C136		c		-30.9		-1.4		33.94		T
C137		c		5.8		-8.7		58.81		T
C138		c		26.5		-35.0		89.02		T
C139		c		-29.4		39.3		14.66		T
C140		c		-20.5		-15.3		41.47		T
C141		c		39.7		-38.4		48.72		T
C142		c		28.2		35.0		46.32		T
C143		c		-4.8		34.9		31.61		T
C144		c		-21.0		3.4		18.78		T
C145		c		-25.7		32.6		88.99		T
C146		c		-30.1		18.8		58.65		T
C147		c		-34.9		38.9		32.86		T
C148		c		-23.0		38.8		73.45		T
C149		c		21.7		6.0		82.96		T
C150		c		-23.0		14.9		70.09		T
C151		c		-25.4		-9.4		24.36		T
C152		c		8.0		-1.0		7.58		T
C153		c		28.9		-33.7		68.0		T
C154		c		26.0		-31.9		69.85		T
C155		c		-22.8		2.5		68.74		T
C156		c		-3.1		32.0		7.07		T
C157		c		36.0		0.6		8.35		T
C158		c		-4.5		-33.9		39.38		T
C159		c		7.9		35.8		50.29		T
C160		c		32.6		-39.7		86.54		T
