StringID		Type		X		Y		Demand		ServiceBy
D0		d		23.3		-36.9		0.0		-
C1		c		-24.7		-1.2		4.36		D/T
C2		c		6.4		11.8		0.68		D/T
C3		c		-35.0		-34.7		4.86		D/T
C4		c		-11.6		38.6		1.93		D/T
C5		c		30.6		-34.5		3.78		D/T
C6		c		36.2		-0.2		3.19		D/T
C7		c		-20.8		26.7		2.15		D/T
C8		c		-30.5		-32.4		3.46		D/T
C9		c		20.1		-13.3		4.14		D/T
C10		c		-21.1		-34.1		2.07		D/T
C11		c		24.3		-26.4		2.06		D/T
C12		c		-17.4		7.3		3.19		D/T
C13		c		31.0		-28.9		4.18		D/T
C14		c		13.5		24.6		1.7		D/T
C15		c		18.1		29.3		1.26		D/T
C16		c		21.5		-3.3		2.9		D/T
C17		c		-12.6		-19.3		3.97		D/T
C18		c		-16.3		-14.7		1.09		D/T
C19		c		-24.2		35.8		4.85		D/T
C20		c		7.8		-33.7		3.68		D/T
C21		c		-31.1		-37.0		4.69		D/T
C22		c		15.0		-22.9		4.59		D/T
C23		c		-3.1		-18.1		4.55		D/T
C24		c		-30.7		-37.9		2.22		D/T
C25		c		31.8		-15.1		1.44		D/T
C26		c		11.3		-13.2		1.22		D/T
C27		c		21.4		-33.4		4.96		D/T
C28		c		-18.3		-23.5		1.8		D/T
C29		c		-8.4		-18.6		4.9		D/T
C30		c		-17.2		-9.6		0.59		D/T
C31		c		23.4		36.4		4.67		D/T
C32		c		-3.4		-31.9		1.64		D/T
C33		c		-24.1		9.6		3.32		D/T
C34		c		9.8		-12.2		4.79		D/T
C35		c		-14.5		-22.0		4.76		D/T
C36		c		-23.9		-2.4		4.2		D/T
C37		c		-22.5		-24.2		0.74		D/T
C38		c		-34.2		-37.2		0.63		D/T
C39		c		1.7		22.3		2.7		D/T
C40		c		3.0		-25.7		2.35		D/T
C41		c		-23.8		-4.5		2.79		D/T
C42		c		-19.4		2.9		2.09		D/T
C43		c		-33.1		-23.8		1.35		D/T
C44		c		-3.5		39.0		0.72		D/T
C45		c		-9.7		-39.2		3.7		D/T
C46		c		-14.8		33.9		1.82		D/T
C47		c		-13.5		18.1		1.05		D/T
C48		c		2.6		-8.6		0.65		D/T
C49		c		4.0		-19.1		3.49		D/T
C50		c		6.1		-8.1		4.87		D/T
C51		c		30.4		28.8		3.41		D/T
C52		c		-31.4		-9.1		3.71		D/T
C53		c		-2.6		30.6		1.77		D/T
C54		c		-21.5		-30.9		3.03		D/T
C55		c		8.7		25.4		4.59		D/T
C56		c		8.1		-38.1		2.4		D/T
C57		c		-27.0		29.2		2.46		D/T
C58		c		30.9		-37.8		1.11		D/T
C59		c		-6.9		-14.2		2.16		D/T
C60		c		-31.2		13.2		1.57		D/T
C61		c		-32.6		-23.1		3.12		D/T
C62		c		-12.1		12.1		2.71		D/T
C63		c		-23.4		39.8		0.63		D/T
C64		c		5.7		26.5		3.93		D/T
C65		c		-38.5		4.8		1.17		D/T
C66		c		-11.5		-28.5		3.1		D/T
C67		c		-8.4		-15.2		1.63		D/T
C68		c		-37.7		35.0		4.03		D/T
C69		c		19.6		-19.9		1.82		D/T
C70		c		-27.8		13.8		4.44		D/T
