StringID		Type		X		Y		Demand		ServiceBy
D0		d		-34.4		-33.3		0.0		-
C1		c		35.5		-0.7		2.5		D/T
C2		c		27.9		-13.0		4.89		D/T
C3		c		34.9		31.9		4.15		D/T
C4		c		-34.6		-16.8		2.91		D/T
C5		c		24.1		1.4		2.94		D/T
C6		c		-9.4		11.7		4.05		D/T
C7		c		-15.1		-10.0		1.96		D/T
C8		c		33.8		37.8		2.05		D/T
C9		c		-20.1		-10.2		3.29		D/T
C10		c		-3.9		-21.5		2.54		D/T
C11		c		-20.4		-21.3		2.5		D/T
C12		c		25.8		-4.4		1.84		D/T
C13		c		-1.4		9.6		3.38		D/T
C14		c		31.3		22.3		3.41		D/T
C15		c		30.1		30.9		0.98		D/T
C16		c		-26.0		9.9		1.65		D/T
C17		c		11.8		23.0		4.22		D/T
C18		c		9.7		-7.6		2.69		D/T
C19		c		10.9		-8.1		3.49		D/T
C20		c		-14.4		-25.6		4.56		D/T
C21		c		36.5		25.8		71.06		T
C22		c		28.1		-3.3		74.49		T
C23		c		20.0		37.1		23.94		T
C24		c		2.7		-9.8		71.28		T
C25		c		20.5		-4.3		65.08		T
C26		c		-20.4		25.6		31.11		T
C27		c		27.5		13.9		31.07		T
C28		c		-17.3		-19.8		67.56		T
C29		c		-21.7		7.6		10.59		T
C30		c		-16.5		0.7		20.8		T
C31		c		-37.0		-38.5		40.75		T
C32		c		29.9		-33.1		69.79		T
C33		c		36.1		1.3		13.98		T
C34		c		22.8		18.2		8.69		T
C35		c		9.4		-0.2		77.39		T
C36		c		-15.0		16.2		63.87		T
C37		c		-19.8		-30.1		31.74		T
C38		c		36.0		-15.6		98.48		T
C39		c		-11.7		-12.3		75.05		T
C40		c		-19.3		3.9		26.98		T
