StringID		Type		X		Y		Demand		ServiceBy
D0		d		-15.0		26.7		0.0		-
C1		c		27.5		24.0		1.4		D/T
C2		c		7.1		-29.4		3.29		D/T
C3		c		-14.2		26.7		0.61		D/T
C4		c		-8.2		-23.9		0.87		D/T
C5		c		-25.4		12.7		2.71		D/T
C6		c		-22.2		-17.4		2.39		D/T
C7		c		-6.0		-7.0		0.61		D/T
C8		c		21.9		4.7		3.61		D/T
C9		c		14.9		-16.9		3.01		D/T
C10		c		15.9		6.2		3.43		D/T
C11		c		13.3		-24.8		0.97		D/T
C12		c		-21.5		-10.2		4.18		D/T
C13		c		16.5		-25.5		4.76		D/T
C14		c		-1.0		16.8		2.74		D/T
C15		c		-21.5		-15.8		1.89		D/T
C16		c		-5.7		18.9		4.0		D/T
C17		c		22.9		-29.2		3.57		D/T
C18		c		-0.7		-24.5		1.53		D/T
C19		c		13.4		12.5		3.31		D/T
C20		c		-23.5		-11.7		4.58		D/T
C21		c		26.8		-29.3		3.14		D/T
C22		c		-10.6		-24.4		0.66		D/T
C23		c		3.8		-14.6		2.77		D/T
C24		c		-9.8		-5.9		1.61		D/T
C25		c		-22.6		10.1		2.09		D/T
C26		c		10.4		-20.3		0.53		D/T
C27		c		1.5		-8.6		1.69		D/T
C28		c		29.9		-9.9		2.56		D/T
C29		c		-14.5		2.6		0.98		D/T
C30		c		-7.4		-3.4		1.81		D/T
C31		c		12.4		7.2		3.66		D/T
C32		c		-12.1		21.3		2.65		D/T
C33		c		16.5		27.8		4.39		D/T
C34		c		13.6		-18.2		4.5		D/T
C35		c		1.3		-20.3		0.68		D/T
C36		c		-9.3		22.1		3.47		D/T
C37		c		0.3		-16.2		3.12		D/T
C38		c		20.0		3.3		3.13		D/T
C39		c		-11.5		0.4		3.81		D/T
C40		c		-17.0		1.8		4.74		D/T
C41		c		21.4		1.0		1.63		D/T
C42		c		-6.2		-15.6		1.07		D/T
C43		c		-4.1		-5.5		0.95		D/T
C44		c		-2.3		26.0		3.81		D/T
C45		c		16.5		-17.0		1.36		D/T
C46		c		7.0		24.0		4.99		D/T
C47		c		19.6		-9.1		3.45		D/T
C48		c		-13.2		16.8		4.91		D/T
C49		c		-21.5		-18.7		0.82		D/T
C50		c		-14.3		-12.2		3.33		D/T
C51		c		16.9		1.8		2.2		D/T
C52		c		9.9		15.4		4.24		D/T
C53		c		-20.7		9.5		4.39		D/T
C54		c		28.5		-28.3		2.82		D/T
C55		c		24.1		5.7		3.86		D/T
C56		c		24.1		12.6		0.79		D/T
C57		c		3.9		22.5		1.76		D/T
C58		c		7.5		1.4		4.42		D/T
C59		c		5.3		-0.1		4.41		D/T
C60		c		28.0		-3.3		0.61		D/T
C61		c		-1.7		5.7		52.65		T
C62		c		20.5		-1.8		21.75		T
C63		c		-9.0		-4.6		86.51		T
C64		c		-22.4		25.5		72.74		T
C65		c		10.4		22.4		84.98		T
C66		c		-27.6		-25.2		75.0		T
C67		c		11.9		23.7		34.67		T
C68		c		-24.9		6.8		17.08		T
C69		c		-28.1		-26.0		78.43		T
C70		c		-26.7		21.6		8.13		T
C71		c		18.4		29.5		11.81		T
C72		c		29.2		-2.4		99.77		T
C73		c		0.2		24.4		65.93		T
C74		c		3.1		-0.9		37.67		T
C75		c		-9.1		13.6		97.25		T
C76		c		-7.1		-25.9		16.22		T
C77		c		13.6		22.4		56.47		T
C78		c		-5.9		-23.0		29.97		T
C79		c		8.4		7.9		97.26		T
C80		c		10.9		21.5		86.55		T
C81		c		-24.5		23.7		39.36		T
C82		c		21.0		7.5		55.7		T
C83		c		5.1		-9.6		39.21		T
C84		c		19.8		28.6		13.43		T
C85		c		-18.6		12.4		23.23		T
C86		c		-24.8		-10.2		92.65		T
C87		c		-11.5		-11.0		81.15		T
C88		c		-7.0		-27.7		20.4		T
C89		c		7.0		12.9		69.58		T
C90		c		-23.9		-16.7		52.78		T
C91		c		9.4		28.0		65.86		T
C92		c		27.4		-30.0		36.03		T
C93		c		-11.2		-5.6		15.46		T
C94		c		29.8		8.3		45.64		T
C95		c		-16.7		-3.3		73.63		T
C96		c		-7.3		20.4		92.89		T
C97		c		7.7		3.6		99.57		T
C98		c		10.7		18.4		43.17		T
C99		c		-19.1		0.3		30.06		T
C100		c		-1.9		10.1		95.63		T
C101		c		-27.3		-11.2		89.84		T
C102		c		29.4		0.7		33.67		T
C103		c		9.9		11.2		92.2		T
C104		c		-3.2		-27.4		54.63		T
C105		c		-26.7		-17.0		9.3		T
C106		c		14.6		8.7		39.78		T
C107		c		22.7		-19.0		60.96		T
C108		c		17.4		-10.0		86.88		T
C109		c		-6.5		25.4		46.79		T
C110		c		-17.4		27.6		39.61		T
C111		c		6.1		13.7		52.06		T
C112		c		-30.0		30.0		99.7		T
C113		c		16.5		-11.6		65.34		T
C114		c		6.3		-12.4		37.58		T
C115		c		-4.8		-4.2		46.35		T
C116		c		18.5		17.1		62.98		T
C117		c		20.6		1.7		92.03		T
C118		c		27.1		0.1		88.91		T
C119		c		5.9		-20.0		7.23		T
C120		c		-28.9		25.7		60.48		T
