StringID		Type		X		Y		Demand		ServiceBy
D0		d		14.4		-12.2		0.0		-
C1		c		-19.1		-0.5		3.34		D/T
C2		c		7.8		10.2		3.01		D/T
C3		c		13.1		15.5		4.83		D/T
C4		c		-4.8		3.8		3.94		D/T
C5		c		-17.7		9.0		4.46		D/T
C6		c		-10.2		-1.5		1.37		D/T
C7		c		14.4		16.5		1.09		D/T
C8		c		19.2		-6.9		2.38		D/T
C9		c		3.2		-12.7		1.03		D/T
C10		c		-0.6		13.0		2.6		D/T
C11		c		-9.4		-7.2		0.87		D/T
C12		c		4.2		-3.4		1.79		D/T
C13		c		-8.1		17.6		2.73		D/T
C14		c		15.8		6.5		3.62		D/T
C15		c		15.1		-15.9		3.52		D/T
C16		c		19.9		-19.1		4.76		D/T
C17		c		13.4		-18.9		3.07		D/T
C18		c		-12.6		19.3		4.2		D/T
C19		c		-7.9		-9.9		4.99		D/T
C20		c		10.5		-15.7		4.54		D/T
C21		c		-8.9		16.8		3.68		D/T
C22		c		-10.6		6.5		2.98		D/T
C23		c		14.9		-2.4		2.68		D/T
C24		c		-14.7		-17.7		2.84		D/T
C25		c		-18.2		9.6		1.24		D/T
C26		c		-19.9		-19.2		4.68		D/T
C27		c		-16.7		-4.6		1.02		D/T
C28		c		-4.8		-9.8		1.2		D/T
C29		c		11.6		8.6		3.66		D/T
C30		c		5.1		-4.7		1.54		D/T
C31		c		-17.0		0.6		4.94		D/T
C32		c		18.7		-11.0		2.55		D/T
C33		c		-19.6		-3.2		4.41		D/T
C34		c		6.8		-16.6		0.94		D/T
C35		c		13.5		-15.1		0.79		D/T
C36		c		17.7		-0.9		1.35		D/T
C37		c		-15.3		14.1		1.22		D/T
C38		c		-19.7		11.4		1.42		D/T
C39		c		11.4		9.4		0.91		D/T
C40		c		11.3		19.4		1.92		D/T
C41		c		-8.4		-8.5		72.03		T
C42		c		17.1		-15.6		22.0		T
C43		c		-4.0		-6.0		82.78		T
C44		c		11.7		-16.4		63.0		T
C45		c		14.2		13.3		35.77		T
C46		c		1.7		-10.2		43.03		T
C47		c		-1.9		-1.4		68.48		T
C48		c		19.4		5.0		8.82		T
C49		c		-5.0		8.1		9.64		T
C50		c		-2.4		18.6		44.48		T
C51		c		-6.3		5.3		96.98		T
C52		c		6.3		-7.8		31.51		T
C53		c		18.3		10.2		8.57		T
C54		c		2.5		4.6		49.38		T
C55		c		-6.5		0.2		61.17		T
C56		c		2.2		-7.1		60.58		T
C57		c		-16.8		0.4		88.44		T
C58		c		-3.4		-2.2		15.27		T
C59		c		13.5		-10.8		54.14		T
C60		c		-12.6		0.9		95.84		T
C61		c		-19.4		18.4		82.75		T
C62		c		12.1		-19.3		95.32		T
C63		c		10.4		-14.4		67.95		T
C64		c		1.6		0.6		12.6		T
C65		c		11.2		18.7		41.47		T
C66		c		-4.3		0.1		24.21		T
C67		c		6.8		-2.2		56.92		T
C68		c		-2.2		-8.2		74.67		T
C69		c		-18.3		16.7		11.88		T
C70		c		18.2		1.2		78.63		T
C71		c		18.9		14.2		61.11		T
C72		c		10.3		7.3		27.51		T
C73		c		-10.3		16.9		78.47		T
C74		c		-19.2		-17.6		82.25		T
C75		c		-1.3		-10.1		49.11		T
C76		c		-19.1		-10.5		44.1		T
C77		c		-4.0		-0.4		59.58		T
C78		c		-11.8		-4.0		59.28		T
C79		c		15.1		11.8		30.76		T
C80		c		11.4		6.0		81.21		T
