StringID		Type		X		Y		Demand		ServiceBy
D0		d		7.1		-15.0		0.0		-
C1		c		10.6		11.1		4.64		D/T
C2		c		5.7		8.7		0.94		D/T
C3		c		19.8		-11.8		2.23		D/T
C4		c		-7.9		-14.4		4.29		D/T
C5		c		7.1		-12.1		1.15		D/T
C6		c		-0.8		-7.5		3.78		D/T
C7		c		-4.0		2.8		2.03		D/T
C8		c		9.0		-0.8		3.45		D/T
C9		c		-15.8		5.9		3.42		D/T
C10		c		13.2		14.4		0.71		D/T
C11		c		6.5		-5.4		2.22		D/T
C12		c		12.5		-2.6		2.94		D/T
C13		c		1.4		-1.2		3.37		D/T
C14		c		-19.6		-10.8		3.96		D/T
C15		c		-7.0		-3.3		0.92		D/T
C16		c		-18.2		-20.0		4.64		D/T
C17		c		5.4		-1.6		4.89		D/T
C18		c		-4.0		18.7		1.74		D/T
C19		c		-13.6		12.2		4.14		D/T
C20		c		15.1		-12.2		1.46		D/T
C21		c		10.6		10.2		4.72		D/T
C22		c		0.0		-17.8		4.52		D/T
C23		c		3.7		15.9		3.78		D/T
C24		c		-14.8		13.9		4.36		D/T
C25		c		-12.3		-2.8		3.2		D/T
C26		c		-0.5		-19.3		1.98		D/T
C27		c		-6.7		13.4		4.21		D/T
C28		c		7.7		-17.8		1.51		D/T
C29		c		18.6		10.7		3.07		D/T
C30		c		-3.0		-4.0		4.63		D/T
C31		c		-11.6		-15.4		3.77		D/T
C32		c		-9.8		16.1		0.56		D/T
C33		c		15.5		8.1		3.45		D/T
C34		c		7.1		-14.8		1.03		D/T
C35		c		-18.1		-17.4		3.68		D/T
C36		c		12.6		-3.2		0.62		D/T
C37		c		11.3		10.2		3.05		D/T
C38		c		8.6		-14.2		1.87		D/T
C39		c		-16.7		-15.0		2.61		D/T
C40		c		2.3		-8.8		2.71		D/T
C41		c		15.8		-7.6		1.02		D/T
C42		c		-2.7		4.4		1.64		D/T
C43		c		-18.9		-16.7		0.73		D/T
C44		c		0.0		18.0		2.61		D/T
C45		c		0.6		-0.4		2.29		D/T
C46		c		-5.3		-11.6		1.63		D/T
C47		c		-15.6		-10.6		1.1		D/T
C48		c		13.2		12.3		3.58		D/T
C49		c		11.2		-18.1		3.05		D/T
C50		c		-5.9		0.6		3.67		D/T
C51		c		18.1		-1.7		1.44		D/T
C52		c		-7.2		18.5		1.69		D/T
C53		c		-1.7		10.6		1.1		D/T
C54		c		8.6		11.0		0.56		D/T
C55		c		7.8		11.7		4.79		D/T
C56		c		1.7		15.3		2.58		D/T
C57		c		0.6		-7.9		2.89		D/T
C58		c		-14.4		6.8		0.79		D/T
C59		c		-11.2		19.2		2.92		D/T
C60		c		18.0		9.6		4.92		D/T
C61		c		-13.7		-5.1		3.12		D/T
C62		c		-1.1		-19.1		4.04		D/T
C63		c		-15.5		9.4		1.05		D/T
C64		c		5.8		15.0		2.25		D/T
C65		c		-6.9		13.5		1.92		D/T
C66		c		4.5		-15.8		2.35		D/T
C67		c		-1.2		-15.9		0.79		D/T
C68		c		-5.2		-6.8		1.02		D/T
C69		c		-6.5		5.8		2.06		D/T
C70		c		-3.2		9.9		0.83		D/T
C71		c		10.2		-13.2		0.77		D/T
C72		c		-3.0		-13.1		2.62		D/T
C73		c		14.9		-9.7		1.69		D/T
C74		c		4.7		7.7		2.84		D/T
C75		c		-1.5		3.6		4.06		D/T
C76		c		13.3		18.4		4.98		D/T
C77		c		0.1		3.2		2.76		D/T
C78		c		6.6		1.1		1.53		D/T
C79		c		-7.9		-4.1		2.32		D/T
C80		c		-6.7		-9.0		4.09		D/T
C81		c		-6.4		-16.0		1.55		D/T
C82		c		10.4		5.1		4.27		D/T
C83		c		12.7		-0.8		4.48		D/T
C84		c		14.5		-14.2		1.88		D/T
C85		c		-18.0		-13.7		3.55		D/T
C86		c		-19.6		5.7		3.59		D/T
C87		c		-0.8		-6.6		2.48		D/T
C88		c		19.6		-4.1		0.74		D/T
C89		c		16.5		18.7		3.43		D/T
C90		c		5.3		-2.4		1.53		D/T
C91		c		4.8		-7.2		4.87		D/T
C92		c		-10.6		-7.9		4.3		D/T
C93		c		6.1		-12.5		2.38		D/T
C94		c		4.2		-13.2		2.92		D/T
C95		c		-15.8		13.6		3.91		D/T
C96		c		19.3		3.9		3.38		D/T
C97		c		-1.4		15.6		4.86		D/T
C98		c		-3.5		19.0		1.0		D/T
C99		c		-11.1		6.1		1.9		D/T
C100		c		14.4		-6.7		4.22		D/T
C101		c		-11.9		-17.4		66.78		T
