StringID		Type		X		Y		Demand		ServiceBy
D0		d		5.6		25.6		0.0		-
C1		c		-28.2		20.4		2.54		D/T
C2		c		-23.8		-10.5		2.73		D/T
C3		c		-21.2		10.7		4.3		D/T
C4		c		19.2		-12.5		3.18		D/T
C5		c		27.8		-27.4		2.15		D/T
C6		c		6.8		-0.4		4.4		D/T
C7		c		-26.9		-1.8		4.62		D/T
C8		c		1.9		0.2		2.77		D/T
C9		c		26.5		10.9		3.96		D/T
C10		c		28.9		-8.6		4.47		D/T
C11		c		10.6		13.8		2.97		D/T
C12		c		25.0		-24.0		3.91		D/T
C13		c		1.7		-12.9		2.95		D/T
C14		c		-20.6		18.6		0.58		D/T
C15		c		-11.4		-14.1		1.49		D/T
C16		c		-1.3		-7.8		2.13		D/T
C17		c		-27.6		-15.0		0.94		D/T
C18		c		18.4		-2.6		1.0		D/T
C19		c		25.8		4.8		1.68		D/T
C20		c		24.9		-24.6		3.43		D/T
C21		c		-22.9		-10.6		4.75		D/T
C22		c		-14.2		20.0		0.5		D/T
C23		c		-13.0		22.3		4.44		D/T
C24		c		19.7		-4.3		1.6		D/T
C25		c		27.4		20.2		2.5		D/T
C26		c		-10.4		0.5		3.51		D/T
C27		c		-28.7		-23.6		2.91		D/T
C28		c		-29.1		4.0		3.83		D/T
C29		c		17.6		23.7		2.59		D/T
C30		c		-3.0		-27.2		4.34		D/T
C31		c		-16.1		-14.9		4.37		D/T
C32		c		-4.2		-29.3		3.58		D/T
C33		c		9.9		-11.3		0.6		D/T
C34		c		11.8		16.6		0.55		D/T
C35		c		19.9		-17.7		1.46		D/T
C36		c		22.3		-13.8		1.31		D/T
C37		c		-20.3		19.5		4.14		D/T
C38		c		-2.7		16.3		0.76		D/T
C39		c		26.2		-23.7		3.84		D/T
C40		c		-8.0		17.8		0.67		D/T
C41		c		-14.2		-26.6		3.83		D/T
C42		c		26.6		20.7		3.19		D/T
C43		c		10.1		-4.4		1.66		D/T
C44		c		-19.7		16.8		3.31		D/T
