StringID		Type		X		Y		Demand		ServiceBy
D0		d		10.8		-12.7		0.0		-
C1		c		-6.6		-5.0		1.62		D/T
C2		c		18.6		-8.7		4.98		D/T
C3		c		9.4		-14.5		2.2		D/T
C4		c		6.4		-18.1		2.14		D/T
C5		c		10.5		-0.7		1.32		D/T
C6		c		9.5		11.4		4.6		D/T
C7		c		-16.0		1.7		3.2		D/T
C8		c		-12.6		-10.4		1.98		D/T
C9		c		3.3		12.1		3.0		D/T
C10		c		-7.1		10.6		2.15		D/T
C11		c		14.8		-4.8		4.28		D/T
C12		c		-7.5		10.3		0.63		D/T
C13		c		-14.1		5.4		0.54		D/T
C14		c		8.7		-17.3		1.96		D/T
C15		c		7.6		-12.6		3.96		D/T
C16		c		-7.2		-15.2		3.33		D/T
C17		c		-19.3		-9.7		3.98		D/T
C18		c		19.5		15.1		2.35		D/T
C19		c		5.6		-10.1		2.97		D/T
C20		c		-3.8		1.6		2.93		D/T
C21		c		-16.5		17.2		4.07		D/T
C22		c		17.3		-9.2		2.71		D/T
C23		c		-1.9		-18.0		2.36		D/T
C24		c		-3.2		-8.5		2.38		D/T
C25		c		6.8		-6.8		3.46		D/T
C26		c		14.9		10.9		3.7		D/T
C27		c		15.7		7.6		4.07		D/T
C28		c		-17.8		-15.7		4.54		D/T
C29		c		-15.1		-18.0		4.65		D/T
C30		c		-17.5		-16.8		2.12		D/T
C31		c		-1.2		6.5		1.69		D/T
C32		c		-5.1		-3.8		2.34		D/T
C33		c		8.1		16.8		2.23		D/T
C34		c		19.8		6.5		2.53		D/T
C35		c		9.5		-13.3		4.67		D/T
C36		c		-14.6		-18.2		3.86		D/T
C37		c		6.5		-14.8		2.31		D/T
C38		c		-0.8		5.7		2.92		D/T
C39		c		7.2		-9.2		1.38		D/T
C40		c		-17.5		-1.8		4.99		D/T
C41		c		2.7		18.7		3.41		D/T
C42		c		-6.4		-1.5		2.89		D/T
C43		c		-4.0		6.6		4.05		D/T
C44		c		9.0		2.2		4.03		D/T
C45		c		-4.3		-10.6		4.82		D/T
C46		c		8.8		0.8		0.58		D/T
C47		c		7.9		-1.0		3.11		D/T
C48		c		-3.4		-12.8		0.61		D/T
C49		c		-4.8		1.7		0.82		D/T
C50		c		11.2		13.5		3.96		D/T
C51		c		16.9		10.8		1.04		D/T
C52		c		-18.8		-18.2		1.9		D/T
C53		c		13.5		-14.1		0.99		D/T
C54		c		8.8		-3.0		4.45		D/T
C55		c		1.3		-5.6		2.77		D/T
C56		c		-9.3		20.0		2.81		D/T
C57		c		2.2		9.1		4.94		D/T
C58		c		-10.6		-6.2		2.3		D/T
C59		c		7.8		13.1		2.03		D/T
C60		c		-2.4		17.7		2.81		D/T
C61		c		-10.4		9.4		82.59		T
C62		c		-18.0		-19.5		35.9		T
C63		c		-10.1		-12.6		85.03		T
C64		c		-17.9		7.0		26.73		T
C65		c		6.2		-18.3		67.34		T
C66		c		18.2		-18.9		18.31		T
C67		c		18.5		9.3		91.75		T
C68		c		2.3		-11.0		35.14		T
C69		c		9.7		-1.9		84.35		T
C70		c		18.7		-11.3		90.31		T
C71		c		-7.7		-7.7		81.61		T
C72		c		10.4		-16.9		48.36		T
C73		c		-10.0		-19.2		39.41		T
C74		c		-18.6		-3.5		64.14		T
C75		c		5.4		8.3		90.92		T
C76		c		-3.1		1.3		69.96		T
C77		c		4.5		-15.2		15.29		T
C78		c		10.3		10.1		64.02		T
C79		c		-6.4		18.9		58.23		T
C80		c		7.2		-16.9		61.5		T
C81		c		17.0		14.8		92.17		T
C82		c		1.6		8.6		23.15		T
C83		c		-14.4		-5.8		73.11		T
C84		c		5.3		5.5		89.2		T
C85		c		11.7		0.5		59.73		T
C86		c		-18.7		-6.3		99.37		T
C87		c		8.5		16.0		24.09		T
C88		c		8.5		-12.9		21.52		T
C89		c		6.6		13.3		54.05		T
C90		c		3.8		14.3		97.3		T
C91		c		-7.0		11.9		82.82		T
C92		c		-14.4		-1.5		44.02		T
C93		c		3.5		-5.3		10.4		T
C94		c		-17.3		-13.0		74.4		T
C95		c		18.0		4.9		31.85		T
C96		c		-7.6		9.5		73.28		T
C97		c		-17.5		-18.9		71.49		T
C98		c		6.2		-12.0		67.5		T
C99		c		-7.7		13.3		47.74		T
C100		c		-11.1		10.7		72.84		T
C101		c		0.9		-12.8		82.2		T
C102		c		0.3		-6.4		56.66		T
C103		c		-2.5		6.8		26.22		T
C104		c		-2.6		17.9		94.27		T
C105		c		-6.5		-13.7		16.73		T
C106		c		-3.2		-4.8		94.63		T
C107		c		-4.7		4.9		70.25		T
C108		c		-18.5		-3.5		57.73		T
C109		c		-6.0		10.3		56.08		T
C110		c		-10.9		8.3		23.49		T
C111		c		11.6		7.9		34.1		T
C112		c		-17.9		-13.5		12.74		T
C113		c		-10.8		10.4		80.21		T
C114		c		6.6		14.5		37.81		T
C115		c		-5.3		-18.1		90.5		T
C116		c		-3.9		-13.8		34.98		T
C117		c		3.7		-0.4		22.88		T
C118		c		3.7		8.7		51.03		T
C119		c		-20.0		-15.1		75.78		T
C120		c		12.7		18.3		78.49		T
