StringID		Type		X		Y		Demand		ServiceBy
D0		d		-6.6		-6.4		0.0		-
C1		c		-4.8		-1.7		1.9		D/T
C2		c		-10.7		39.5		1.72		D/T
C3		c		37.6		24.8		1.56		D/T
C4		c		-7.3		-32.5		2.22		D/T
C5		c		19.9		-7.1		2.49		D/T
C6		c		-38.2		19.0		4.14		D/T
C7		c		-26.4		-23.4		3.95		D/T
C8		c		-10.0		-18.7		0.57		D/T
C9		c		-34.4		8.6		2.1		D/T
C10		c		-10.9		36.4		0.69		D/T
C11		c		-15.6		2.5		1.4		D/T
C12		c		16.4		-0.2		3.83		D/T
C13		c		8.6		29.8		2.65		D/T
C14		c		9.3		9.8		4.09		D/T
C15		c		-23.8		19.0		3.05		D/T
C16		c		8.5		12.0		3.55		D/T
C17		c		21.0		26.0		4.1		D/T
C18		c		22.6		-21.6		4.95		D/T
C19		c		-10.0		-1.3		1.73		D/T
C20		c		-25.8		-10.5		0.76		D/T
C21		c		-2.8		22.2		0.72		D/T
C22		c		27.2		-13.3		4.57		D/T
C23		c		38.4		7.5		1.85		D/T
C24		c		20.3		-3.1		1.9		D/T
C25		c		-11.9		31.5		4.18		D/T
C26		c		32.6		-4.9		2.81		D/T
C27		c		27.5		-3.3		0.52		D/T
C28		c		36.6		17.0		1.05		D/T
C29		c		-34.0		-20.5		3.7		D/T
C30		c		-4.7		23.1		2.09		D/T
C31		c		-11.8		-30.2		3.13		D/T
C32		c		-32.4		-35.8		3.67		D/T
C33		c		-38.0		-25.7		3.14		D/T
C34		c		35.9		29.3		3.66		D/T
C35		c		10.5		-30.7		4.08		D/T
C36		c		-15.2		-22.0		3.12		D/T
C37		c		39.9		0.1		3.9		D/T
C38		c		0.4		0.1		1.19		D/T
C39		c		10.0		-38.3		3.78		D/T
C40		c		-6.4		13.6		1.25		D/T
C41		c		-23.9		-16.9		4.74		D/T
C42		c		-26.2		-20.3		4.82		D/T
C43		c		32.4		-35.8		0.71		D/T
C44		c		5.4		23.8		3.09		D/T
C45		c		-29.3		23.0		2.51		D/T
C46		c		-7.5		-24.3		2.5		D/T
C47		c		21.3		12.9		0.98		D/T
C48		c		37.2		31.1		2.41		D/T
C49		c		21.0		38.6		0.92		D/T
C50		c		29.3		30.3		1.93		D/T
C51		c		-33.5		-25.6		2.1		D/T
C52		c		-23.5		9.1		2.3		D/T
C53		c		4.1		-0.9		4.33		D/T
C54		c		-7.1		-39.7		2.19		D/T
C55		c		36.2		-19.3		2.82		D/T
C56		c		-38.7		-34.8		3.45		D/T
C57		c		39.1		38.8		0.91		D/T
C58		c		26.4		-29.1		2.65		D/T
C59		c		16.4		-6.7		4.33		D/T
C60		c		-22.4		32.5		1.18		D/T
C61		c		32.6		-21.6		16.64		T
C62		c		-34.4		39.1		82.17		T
C63		c		-13.2		-20.4		92.34		T
C64		c		7.0		-19.6		86.31		T
C65		c		-22.5		38.5		21.17		T
C66		c		-26.4		8.1		14.85		T
C67		c		6.5		-22.1		28.47		T
C68		c		36.4		2.6		12.18		T
C69		c		26.7		-34.4		45.89		T
C70		c		12.4		15.3		19.42		T
C71		c		5.4		-34.7		40.12		T
C72		c		-6.3		12.1		56.35		T
C73		c		15.4		4.6		57.16		T
C74		c		14.5		-5.1		18.23		T
C75		c		-13.5		-31.8		30.24		T
C76		c		-31.2		40.0		71.18		T
C77		c		24.7		11.4		5.32		T
C78		c		-19.0		-10.2		53.73		T
C79		c		8.1		-9.5		81.14		T
C80		c		-8.5		19.8		42.57		T
C81		c		20.4		-6.6		38.36		T
C82		c		36.7		4.3		21.84		T
C83		c		13.6		-17.0		92.1		T
C84		c		7.6		37.6		30.48		T
C85		c		21.4		-0.7		54.48		T
C86		c		6.6		-39.8		8.72		T
C87		c		2.5		3.1		96.77		T
C88		c		-6.2		23.6		70.92		T
C89		c		-35.7		20.0		92.39		T
C90		c		9.2		38.1		84.3		T
C91		c		38.8		33.5		40.06		T
C92		c		12.6		-31.0		41.07		T
C93		c		15.9		-31.0		44.7		T
C94		c		-4.4		34.5		51.55		T
C95		c		23.7		-15.6		14.39		T
C96		c		-7.4		-32.6		61.23		T
C97		c		10.7		-30.1		81.03		T
C98		c		-37.8		12.9		56.33		T
C99		c		39.4		37.3		99.66		T
C100		c		-18.1		-10.8		38.43		T
C101		c		5.1		-22.2		57.93		T
C102		c		-31.6		30.1		38.99		T
C103		c		-37.9		-30.1		16.76		T
C104		c		29.7		-38.9		99.5		T
C105		c		16.2		2.2		92.48		T
C106		c		-30.1		-16.6		57.67		T
C107		c		-37.4		-39.6		66.8		T
C108		c		23.9		-20.8		5.36		T
C109		c		13.6		12.0		17.19		T
C110		c		-21.8		24.5		28.29		T
C111		c		24.2		-37.3		36.22		T
C112		c		28.4		-22.5		37.13		T
C113		c		-25.8		-21.5		6.56		T
C114		c		-17.5		39.4		11.71		T
C115		c		34.9		24.1		20.07		T
C116		c		0.8		24.4		23.42		T
C117		c		-19.5		29.1		17.2		T
C118		c		17.0		-3.8		27.43		T
C119		c		-31.3		-11.8		8.51		T
C120		c		-5.6		-19.6		87.86		T
