StringID		Type		X		Y		Demand		ServiceBy
D0		d		36.1		25.5		0.0		-
C1		c		-30.4		17.1		3.22		D/T
C2		c		-1.5		38.6		3.4		D/T
C3		c		-13.2		18.0		1.35		D/T
C4		c		-2.2		37.6		0.57		D/T
C5		c		18.6		-10.0		4.3		D/T
C6		c		31.7		19.8		3.6		D/T
C7		c		-19.3		9.2		1.35		D/T
C8		c		32.8		-14.4		1.51		D/T
C9		c		17.6		16.5		3.6		D/T
C10		c		11.0		-7.3		4.1		D/T
C11		c		-4.3		-24.3		3.33		D/T
C12		c		8.2		31.6		1.39		D/T
C13		c		-23.0		0.7		0.87		D/T
C14		c		24.2		16.8		1.28		D/T
C15		c		38.8		-26.5		2.31		D/T
C16		c		-38.1		24.8		4.16		D/T
C17		c		-8.7		38.4		4.03		D/T
C18		c		-7.9		-13.3		1.95		D/T
C19		c		38.2		22.7		1.74		D/T
C20		c		3.1		-20.9		3.56		D/T
C21		c		18.2		27.0		0.61		D/T
C22		c		-29.8		36.3		4.97		D/T
C23		c		-38.6		-19.2		0.9		D/T
C24		c		-1.5		-0.0		0.6		D/T
C25		c		-28.8		-37.4		1.89		D/T
C26		c		-28.3		-36.2		3.49		D/T
C27		c		-15.5		4.3		3.17		D/T
C28		c		-12.7		-39.8		1.03		D/T
C29		c		34.6		1.8		2.54		D/T
C30		c		30.2		-17.5		3.52		D/T
C31		c		-15.1		5.6		1.02		D/T
C32		c		0.0		-36.3		1.38		D/T
C33		c		-31.5		9.5		4.52		D/T
C34		c		14.0		-36.5		1.31		D/T
C35		c		-33.5		-9.9		2.07		D/T
C36		c		-13.5		12.4		3.14		D/T
C37		c		24.6		-13.1		93.98		T
C38		c		5.2		6.2		43.21		T
C39		c		-31.5		-9.9		93.16		T
C40		c		39.3		-33.4		88.87		T
C41		c		21.4		-2.2		40.77		T
C42		c		16.5		-27.3		61.28		T
C43		c		9.4		-24.1		17.74		T
C44		c		12.8		6.2		95.86		T
C45		c		38.0		-11.0		11.45		T
C46		c		-36.6		-15.5		47.18		T
C47		c		33.5		19.6		10.39		T
C48		c		33.6		38.0		91.3		T
C49		c		-5.0		-23.7		24.94		T
C50		c		29.1		34.4		17.78		T
C51		c		9.8		-29.2		58.39		T
C52		c		-34.4		11.5		24.2		T
C53		c		-31.1		37.3		65.54		T
C54		c		-21.9		0.4		90.66		T
C55		c		-25.2		-9.4		19.23		T
C56		c		38.8		36.7		27.8		T
C57		c		-1.8		24.3		71.29		T
C58		c		-2.9		36.2		24.78		T
C59		c		-12.5		-9.7		93.97		T
C60		c		15.7		-10.8		31.52		T
C61		c		-11.0		6.3		23.17		T
C62		c		36.1		3.9		27.0		T
C63		c		7.9		12.5		75.27		T
C64		c		35.5		19.2		85.2		T
C65		c		21.0		3.9		32.54		T
C66		c		15.6		1.4		12.57		T
C67		c		39.3		6.4		72.22		T
C68		c		19.0		-24.7		67.55		T
C69		c		-13.2		10.4		76.9		T
C70		c		37.0		-10.3		87.26		T
C71		c		-6.4		12.2		30.4		T
C72		c		-12.0		-29.8		76.72		T
C73		c		-26.3		-18.6		71.96		T
C74		c		-9.8		34.7		90.25		T
C75		c		34.5		-27.3		51.77		T
C76		c		17.4		14.6		89.46		T
C77		c		6.4		-34.7		42.01		T
C78		c		39.7		23.9		89.7		T
C79		c		-38.8		-36.4		69.24		T
C80		c		-30.0		-23.3		9.54		T
C81		c		-19.2		16.4		20.67		T
C82		c		-11.6		-26.8		12.45		T
C83		c		-3.2		-10.3		54.99		T
C84		c		26.1		-2.3		58.65		T
C85		c		24.8		-0.8		72.72		T
C86		c		-30.1		35.6		93.76		T
C87		c		-35.3		21.8		29.88		T
C88		c		-18.3		-3.4		12.03		T
C89		c		-3.2		-19.0		30.77		T
C90		c		11.2		14.9		79.41		T
C91		c		-13.6		22.1		50.18		T
C92		c		-17.8		1.6		74.14		T
C93		c		8.1		39.0		76.75		T
C94		c		-9.0		27.4		30.66		T
C95		c		-8.3		14.8		68.82		T
C96		c		30.4		-29.4		40.97		T
C97		c		-35.1		-2.2		73.2		T
C98		c		13.3		-1.8		46.51		T
C99		c		29.0		-31.6		10.79		T
C100		c		28.2		29.7		64.22		T
C101		c		3.8		-35.6		60.95		T
C102		c		-21.9		40.0		93.19		T
C103		c		-12.7		-12.4		82.21		T
C104		c		20.8		12.0		92.91		T
C105		c		-27.4		-12.1		78.92		T
C106		c		8.7		-21.9		48.0		T
C107		c		37.4		21.3		9.03		T
C108		c		-16.0		12.1		65.51		T
C109		c		-34.0		-35.5		38.18		T
C110		c		28.5		22.4		75.91		T
C111		c		-35.4		7.6		54.25		T
C112		c		-35.6		34.4		22.01		T
C113		c		-11.2		-4.0		97.17		T
C114		c		-37.8		-34.1		97.33		T
C115		c		29.9		-25.3		44.99		T
C116		c		36.7		-0.8		43.66		T
C117		c		-35.2		-16.1		5.15		T
C118		c		-8.5		-32.9		74.83		T
C119		c		13.0		-11.3		6.9		T
C120		c		38.2		39.5		94.93		T
