StringID		Type		X		Y		Demand		ServiceBy
D0		d		-11.6		-18.3		0.0		-
C1		c		-10.3		17.3		2.59		D/T
C2		c		11.0		14.2		3.93		D/T
C3		c		-2.5		-18.3		4.12		D/T
C4		c		12.3		15.5		1.41		D/T
C5		c		3.7		-11.3		4.95		D/T
C6		c		5.2		12.2		0.57		D/T
C7		c		-6.0		-6.7		1.67		D/T
C8		c		-18.7		-11.2		4.83		D/T
C9		c		-8.6		3.1		4.41		D/T
C10		c		18.3		9.9		3.01		D/T
C11		c		9.8		-15.1		4.18		D/T
C12		c		-4.8		13.9		1.5		D/T
C13		c		-19.0		6.7		1.45		D/T
C14		c		13.4		-16.9		2.45		D/T
C15		c		5.8		-5.1		2.17		D/T
C16		c		-10.6		-11.2		1.75		D/T
C17		c		-13.9		11.0		0.63		D/T
C18		c		-10.1		-13.6		1.48		D/T
C19		c		-4.4		-9.3		4.43		D/T
C20		c		-1.6		-13.9		3.5		D/T
C21		c		9.3		-5.7		2.19		D/T
C22		c		-5.6		-14.2		4.55		D/T
C23		c		19.7		15.6		2.1		D/T
C24		c		11.8		19.9		1.46		D/T
C25		c		-7.1		13.6		3.71		D/T
C26		c		-13.9		-15.3		0.78		D/T
C27		c		10.0		-14.1		3.5		D/T
C28		c		-13.1		-0.8		2.14		D/T
C29		c		3.2		-8.4		2.15		D/T
C30		c		14.2		19.5		4.21		D/T
C31		c		17.7		10.4		1.87		D/T
C32		c		-2.0		2.6		2.74		D/T
C33		c		7.2		9.2		1.99		D/T
C34		c		6.2		18.0		1.69		D/T
C35		c		18.7		10.1		0.71		D/T
C36		c		5.0		-8.9		0.53		D/T
C37		c		-6.5		-6.5		2.35		D/T
C38		c		14.6		-9.3		0.68		D/T
C39		c		17.1		13.0		1.51		D/T
C40		c		-2.5		18.4		3.24		D/T
C41		c		-18.9		-15.5		1.7		D/T
C42		c		-10.9		-15.0		3.34		D/T
C43		c		10.5		-3.3		0.59		D/T
C44		c		16.3		6.4		4.46		D/T
C45		c		-14.2		-12.5		0.68		D/T
C46		c		-5.2		-2.5		1.49		D/T
C47		c		19.2		1.6		1.48		D/T
C48		c		-15.9		17.3		3.59		D/T
C49		c		15.3		-12.7		3.55		D/T
C50		c		-1.4		19.3		4.97		D/T
C51		c		8.3		-8.9		0.84		D/T
C52		c		-4.2		15.5		2.14		D/T
C53		c		-12.3		-10.9		4.78		D/T
C54		c		-6.9		3.3		0.65		D/T
C55		c		-4.5		-3.8		2.23		D/T
C56		c		-7.5		1.0		1.15		D/T
C57		c		-5.8		-5.1		3.4		D/T
C58		c		5.8		-1.7		1.28		D/T
C59		c		5.0		-12.8		2.3		D/T
C60		c		16.4		-15.8		2.87		D/T
C61		c		-19.8		8.5		49.0		T
C62		c		17.6		-8.6		76.92		T
C63		c		5.0		12.0		51.26		T
C64		c		8.9		-16.8		70.83		T
C65		c		-12.0		18.4		5.66		T
C66		c		17.8		2.2		72.26		T
C67		c		19.2		1.1		41.15		T
C68		c		10.7		14.9		23.07		T
C69		c		-2.2		12.1		30.59		T
C70		c		-10.5		5.9		82.94		T
C71		c		-7.1		-9.8		26.7		T
C72		c		17.7		11.2		51.56		T
C73		c		4.5		-15.0		39.94		T
C74		c		-19.5		-1.2		10.31		T
C75		c		-0.1		18.6		11.76		T
C76		c		14.7		11.2		36.81		T
C77		c		14.7		1.3		97.9		T
C78		c		9.1		15.8		15.99		T
C79		c		12.4		-14.5		38.9		T
C80		c		6.4		-2.5		79.18		T
C81		c		7.9		-8.4		96.48		T
C82		c		3.6		-1.8		78.47		T
C83		c		-6.0		14.4		17.86		T
C84		c		-18.7		-16.5		67.28		T
C85		c		-7.9		-15.6		72.15		T
C86		c		-17.1		-4.9		31.61		T
C87		c		16.2		-4.6		94.87		T
C88		c		10.8		12.2		34.83		T
C89		c		-14.1		-14.1		11.34		T
C90		c		-5.2		13.8		33.47		T
C91		c		-18.3		-17.0		16.95		T
C92		c		3.9		9.7		32.64		T
C93		c		-12.3		-3.0		7.96		T
C94		c		-8.3		-2.1		17.24		T
C95		c		14.9		9.2		12.59		T
C96		c		-13.4		-1.0		84.72		T
C97		c		-5.5		8.1		56.41		T
C98		c		-14.0		2.9		84.67		T
C99		c		6.1		-12.2		82.58		T
C100		c		13.1		11.4		28.72		T
C101		c		10.2		-12.3		39.32		T
C102		c		-3.5		-14.3		23.6		T
C103		c		9.9		-4.3		10.76		T
C104		c		-18.5		3.0		24.99		T
C105		c		14.6		8.5		50.15		T
C106		c		-6.5		-15.7		38.25		T
C107		c		3.1		0.3		91.71		T
C108		c		17.2		12.7		96.46		T
C109		c		-11.7		3.0		21.73		T
C110		c		7.2		2.6		16.67		T
C111		c		-11.7		-1.3		60.51		T
C112		c		-9.4		12.6		77.45		T
C113		c		-8.3		2.6		36.64		T
C114		c		6.8		14.4		68.85		T
C115		c		3.4		12.6		44.64		T
C116		c		-6.1		-11.2		30.65		T
C117		c		-4.1		14.5		57.69		T
C118		c		15.6		5.3		25.36		T
C119		c		-8.5		-16.3		56.43		T
C120		c		-19.9		14.9		30.15		T
C121		c		5.3		12.4		15.4		T
C122		c		3.5		-19.8		56.07		T
C123		c		-19.6		-5.6		61.03		T
C124		c		16.5		10.3		85.98		T
C125		c		-4.0		2.1		32.55		T
C126		c		-17.1		-12.7		58.69		T
