StringID		Type		X		Y		Demand		ServiceBy
D0		d		23.7		-35.5		0.0		-
C1		c		13.5		-38.5		1.85		D/T
C2		c		4.2		-32.9		2.43		D/T
C3		c		-12.5		-15.8		1.1		D/T
C4		c		32.2		-4.9		3.27		D/T
C5		c		30.9		2.8		2.39		D/T
C6		c		-15.0		-7.7		0.63		D/T
C7		c		27.6		-19.5		1.56		D/T
C8		c		-27.9		19.7		4.49		D/T
C9		c		-10.8		-5.6		1.2		D/T
C10		c		-35.8		3.9		2.08		D/T
C11		c		-3.4		38.8		4.89		D/T
C12		c		-34.8		-32.1		3.84		D/T
C13		c		18.4		35.0		3.47		D/T
C14		c		-15.1		-3.0		3.6		D/T
C15		c		29.0		10.3		1.76		D/T
C16		c		7.2		11.1		1.97		D/T
C17		c		-31.9		-38.7		2.39		D/T
C18		c		-16.0		16.8		1.04		D/T
C19		c		2.8		24.6		3.45		D/T
C20		c		-0.4		-31.7		0.67		D/T
C21		c		2.7		-26.5		2.8		D/T
C22		c		-2.4		-14.8		4.97		D/T
C23		c		32.8		-18.1		3.12		D/T
C24		c		15.3		6.9		4.72		D/T
C25		c		39.2		-3.2		43.31		T
C26		c		-20.0		32.4		10.27		T
C27		c		-1.1		-7.9		78.86		T
C28		c		30.2		-27.5		53.66		T
C29		c		29.1		36.0		25.06		T
C30		c		-4.9		2.1		60.35		T
C31		c		-35.1		26.1		17.59		T
C32		c		11.4		-31.9		10.11		T
C33		c		-25.2		-29.1		85.88		T
C34		c		24.2		-7.8		45.23		T
C35		c		-2.2		-33.1		26.81		T
C36		c		18.8		-2.2		96.58		T
C37		c		34.9		3.9		81.99		T
C38		c		-0.5		15.6		20.48		T
C39		c		27.9		25.3		61.03		T
C40		c		-21.0		-35.4		36.97		T
C41		c		-12.2		-11.3		20.29		T
C42		c		30.2		18.0		41.4		T
C43		c		6.4		-2.4		57.96		T
C44		c		-31.1		26.9		35.4		T
C45		c		30.3		-11.8		65.37		T
C46		c		-4.8		-30.1		75.83		T
C47		c		-27.6		-33.9		83.61		T
C48		c		32.4		20.1		45.75		T
C49		c		-3.5		8.9		10.32		T
C50		c		-25.4		35.2		58.34		T
C51		c		21.7		18.8		70.55		T
C52		c		13.8		35.8		21.28		T
C53		c		15.0		-33.6		79.35		T
C54		c		17.9		-1.5		29.3		T
C55		c		22.2		-7.6		58.21		T
C56		c		-38.1		-16.8		65.94		T
C57		c		33.1		-18.8		39.65		T
C58		c		-30.9		-33.2		54.29		T
C59		c		-21.1		-0.0		43.51		T
C60		c		-39.5		-36.2		66.84		T
C61		c		-35.6		-35.5		57.51		T
C62		c		-36.6		6.3		33.56		T
C63		c		30.6		16.2		15.32		T
C64		c		12.8		-8.9		81.92		T
C65		c		36.7		34.6		34.21		T
C66		c		6.1		36.4		64.43		T
C67		c		-34.8		4.4		8.6		T
C68		c		1.9		35.7		93.11		T
C69		c		33.7		-34.3		61.87		T
C70		c		-33.2		-11.6		46.13		T
C71		c		-34.9		30.8		88.69		T
C72		c		18.7		38.2		48.19		T
C73		c		-16.1		-5.8		87.57		T
C74		c		31.7		1.3		43.41		T
C75		c		4.4		31.9		93.28		T
C76		c		-12.1		-22.5		21.81		T
C77		c		1.4		38.4		65.03		T
C78		c		13.3		11.6		6.07		T
C79		c		29.7		-2.6		69.33		T
C80		c		-11.8		-25.0		95.63		T
