StringID		Type		X		Y		Demand		ServiceBy
D0		d		1.4		-10.2		0.0		-
C1		c		-18.5		18.1		3.52		D/T
C2		c		-25.6		-16.8		3.93		D/T
C3		c		24.7		-3.7		2.05		D/T
C4		c		-15.7		17.9		4.77		D/T
C5		c		-27.3		28.6		0.85		D/T
C6		c		2.6		-15.2		2.65		D/T
C7		c		11.4		2.0		2.2		D/T
C8		c		23.6		1.1		4.5		D/T
C9		c		20.1		28.6		4.59		D/T
C10		c		-3.1		9.7		4.06		D/T
C11		c		6.0		7.6		0.9		D/T
C12		c		7.5		-11.9		0.69		D/T
C13		c		12.7		13.6		48.84		T
C14		c		23.6		1.7		80.55		T
C15		c		21.7		25.8		33.67		T
C16		c		20.5		21.1		56.57		T
C17		c		-28.2		-1.7		95.81		T
C18		c		29.2		1.8		31.33		T
C19		c		29.6		0.6		70.6		T
C20		c		4.3		26.6		74.59		T
C21		c		3.6		-14.1		93.69		T
C22		c		0.2		5.2		52.87		T
C23		c		2.3		28.7		38.15		T
C24		c		-17.9		10.1		37.53		T
C25		c		1.6		4.8		33.42		T
C26		c		-2.8		-28.9		9.83		T
C27		c		-8.9		19.9		5.56		T
C28		c		16.7		-27.7		72.04		T
C29		c		-6.3		-25.3		38.68		T
C30		c		-22.6		-15.1		29.23		T
C31		c		-5.9		-3.4		54.37		T
C32		c		16.3		21.0		71.09		T
C33		c		-15.6		10.3		81.3		T
C34		c		14.5		-27.9		96.39		T
C35		c		27.9		27.2		89.62		T
C36		c		-28.0		-8.6		69.54		T
C37		c		-1.3		30.0		63.72		T
C38		c		29.0		-17.8		74.19		T
C39		c		0.3		21.0		53.84		T
C40		c		-20.2		10.8		42.73		T
