StringID		Type		X		Y		Demand		ServiceBy
D0		d		-9.8		-19.9		0.0		-
C1		c		-24.2		22.9		2.16		D/T
C2		c		-10.3		-18.4		1.37		D/T
C3		c		-4.0		20.9		4.13		D/T
C4		c		11.5		7.5		4.77		D/T
C5		c		23.4		-10.7		2.74		D/T
C6		c		29.4		-10.0		0.55		D/T
C7		c		-21.1		13.6		3.0		D/T
C8		c		-12.5		2.7		3.12		D/T
C9		c		-18.0		27.6		2.34		D/T
C10		c		-19.3		-1.1		2.81		D/T
C11		c		-18.4		-10.4		3.32		D/T
C12		c		0.0		24.5		4.46		D/T
C13		c		-17.9		3.2		1.55		D/T
C14		c		21.9		-12.6		2.66		D/T
C15		c		-1.0		3.5		4.33		D/T
C16		c		16.4		-5.0		2.79		D/T
C17		c		-20.9		-20.0		1.14		D/T
C18		c		16.4		2.3		3.22		D/T
C19		c		-0.2		-17.9		1.23		D/T
C20		c		6.7		-13.5		1.34		D/T
C21		c		8.4		12.3		2.72		D/T
C22		c		16.6		-19.7		4.65		D/T
C23		c		19.1		19.8		4.97		D/T
C24		c		-12.3		-3.4		3.23		D/T
C25		c		10.4		-24.5		3.24		D/T
C26		c		-23.7		13.2		3.32		D/T
C27		c		16.2		11.9		4.44		D/T
C28		c		5.8		-4.6		0.52		D/T
C29		c		17.7		-13.8		0.63		D/T
C30		c		1.2		-21.3		4.39		D/T
C31		c		23.7		-16.8		1.22		D/T
C32		c		-6.9		-10.0		0.83		D/T
C33		c		-29.0		-8.2		1.06		D/T
C34		c		-16.8		-27.5		4.67		D/T
C35		c		-28.4		-0.5		0.75		D/T
C36		c		-10.3		-26.3		1.43		D/T
C37		c		17.6		-10.1		4.32		D/T
C38		c		-29.6		6.7		2.16		D/T
C39		c		-0.4		-21.8		4.64		D/T
C40		c		11.3		-4.0		4.4		D/T
C41		c		22.5		20.2		4.21		D/T
C42		c		5.0		13.3		1.84		D/T
C43		c		-1.0		8.6		3.64		D/T
C44		c		24.3		14.7		0.59		D/T
C45		c		5.8		0.2		3.21		D/T
C46		c		-3.9		-13.6		0.6		D/T
C47		c		-12.4		-11.6		3.67		D/T
C48		c		-9.3		21.7		3.1		D/T
C49		c		8.3		9.9		72.47		T
C50		c		25.2		-5.4		63.24		T
C51		c		-28.1		15.0		53.59		T
C52		c		1.7		9.2		36.37		T
C53		c		15.6		-2.6		12.42		T
C54		c		-10.7		16.9		53.09		T
C55		c		23.5		7.8		14.88		T
C56		c		-21.2		4.0		85.05		T
C57		c		3.2		-0.4		86.19		T
C58		c		-22.8		29.1		29.53		T
C59		c		22.5		-20.9		49.69		T
C60		c		-20.9		18.9		65.82		T
C61		c		17.1		-19.5		12.84		T
C62		c		3.5		5.1		71.6		T
C63		c		-1.0		-6.9		88.25		T
C64		c		-7.3		7.8		29.8		T
C65		c		11.8		0.4		93.81		T
C66		c		-23.4		-8.9		52.35		T
C67		c		10.0		-26.2		12.06		T
C68		c		-3.1		29.1		75.7		T
C69		c		-18.0		-25.8		76.31		T
C70		c		-28.8		-24.1		95.36		T
C71		c		-27.0		1.7		29.91		T
C72		c		-24.3		-30.0		35.42		T
C73		c		-11.5		-13.3		44.93		T
C74		c		28.3		16.1		20.5		T
C75		c		0.5		17.1		83.69		T
C76		c		-28.9		8.1		45.45		T
C77		c		16.2		20.7		31.28		T
C78		c		-29.6		11.5		6.29		T
C79		c		-13.5		-20.8		44.95		T
C80		c		-14.5		2.6		35.8		T
C81		c		12.1		12.0		60.57		T
C82		c		19.4		13.2		83.9		T
C83		c		-7.7		20.4		9.31		T
C84		c		-10.5		12.3		50.36		T
C85		c		26.7		-7.4		88.39		T
C86		c		15.5		29.6		62.81		T
C87		c		-15.0		17.8		83.93		T
C88		c		18.2		22.5		82.97		T
C89		c		-7.0		-4.5		23.17		T
C90		c		18.4		2.3		92.93		T
C91		c		-2.6		-2.3		19.25		T
C92		c		-2.4		-11.1		59.63		T
C93		c		-22.2		-6.5		11.58		T
C94		c		-3.1		-23.1		96.2		T
C95		c		11.5		-21.8		46.47		T
C96		c		-20.8		-1.9		8.25		T
C97		c		12.4		-4.0		51.41		T
C98		c		26.8		-6.7		42.79		T
C99		c		14.6		18.7		69.47		T
C100		c		10.4		27.1		8.55		T
C101		c		-24.0		0.4		46.01		T
C102		c		12.2		-8.1		58.08		T
C103		c		-23.7		20.8		91.89		T
C104		c		25.1		-0.7		14.74		T
C105		c		11.1		-23.9		19.89		T
C106		c		-29.5		-12.5		91.72		T
C107		c		4.0		-24.0		5.13		T
C108		c		29.6		8.2		23.43		T
C109		c		25.6		6.0		13.57		T
C110		c		-11.9		-1.4		54.61		T
C111		c		3.1		5.0		11.97		T
C112		c		-1.2		-10.0		61.03		T
C113		c		12.8		-2.0		76.84		T
C114		c		-3.3		-14.1		98.82		T
C115		c		-0.6		-27.9		57.43		T
C116		c		-5.9		-7.4		39.85		T
C117		c		18.8		-12.1		31.9		T
C118		c		19.3		-10.9		79.73		T
C119		c		-17.2		-5.4		75.55		T
C120		c		19.0		-25.1		13.9		T
C121		c		26.1		-20.1		62.91		T
C122		c		-13.6		-11.8		85.58		T
C123		c		-25.1		-20.0		8.36		T
C124		c		-17.1		10.5		14.32		T
C125		c		9.7		29.4		37.07		T
C126		c		20.3		-26.1		93.02		T
C127		c		-22.6		15.5		88.6		T
C128		c		7.0		-2.8		87.84		T
C129		c		-14.7		7.3		34.19		T
C130		c		9.6		-7.9		11.15		T
C131		c		0.5		14.7		77.1		T
C132		c		-3.8		18.5		85.4		T
C133		c		21.9		-17.8		40.27		T
C134		c		29.2		-21.8		60.04		T
C135		c		6.8		22.6		60.99		T
C136		c		20.9		17.3		78.39		T
C137		c		-15.4		23.7		55.95		T
C138		c		-12.3		-10.0		81.17		T
C139		c		27.8		7.1		43.76		T
C140		c		-6.7		22.1		49.83		T
C141		c		28.1		10.5		36.13		T
C142		c		-17.4		-2.9		24.82		T
C143		c		-0.6		25.8		16.96		T
C144		c		-6.8		8.5		36.03		T
C145		c		-15.3		-27.9		73.08		T
C146		c		13.5		22.4		82.99		T
C147		c		-14.4		23.1		45.97		T
C148		c		-24.7		16.5		94.78		T
C149		c		14.4		-14.3		63.7		T
C150		c		28.5		-14.5		96.77		T
C151		c		-17.1		8.6		83.67		T
C152		c		-5.2		-1.5		29.33		T
C153		c		-23.7		15.8		21.51		T
C154		c		-10.2		26.3		31.12		T
C155		c		-3.1		-26.7		87.95		T
C156		c		10.9		19.8		60.62		T
C157		c		-19.6		-16.0		98.41		T
C158		c		22.2		-28.1		49.78		T
C159		c		-18.7		10.1		42.21		T
