StringID		Type		X		Y		Demand		ServiceBy
D0		d		-4.9		-18.5		0.0		-
C1		c		-5.8		13.3		2.15		D/T
C2		c		6.5		1.2		0.89		D/T
C3		c		0.6		-18.7		4.67		D/T
C4		c		-10.1		-15.5		2.2		D/T
C5		c		10.9		-12.7		0.91		D/T
C6		c		8.4		-5.5		1.96		D/T
C7		c		4.3		0.7		2.22		D/T
C8		c		18.6		2.2		1.0		D/T
C9		c		-4.1		-19.5		3.84		D/T
C10		c		-0.9		17.3		1.44		D/T
C11		c		-14.6		-15.6		1.92		D/T
C12		c		-19.6		7.9		3.34		D/T
C13		c		1.0		6.9		2.18		D/T
C14		c		13.1		5.7		3.74		D/T
C15		c		18.3		4.9		3.35		D/T
C16		c		-7.4		-12.8		0.85		D/T
C17		c		-7.1		-15.7		4.24		D/T
C18		c		-2.8		16.3		4.92		D/T
C19		c		-11.1		8.3		3.44		D/T
C20		c		0.3		13.3		2.66		D/T
C21		c		-6.7		0.2		2.65		D/T
C22		c		7.7		12.6		1.52		D/T
C23		c		-17.1		5.8		2.12		D/T
C24		c		14.6		-1.4		0.55		D/T
C25		c		8.9		-3.9		4.9		D/T
C26		c		-11.9		-16.2		3.79		D/T
C27		c		15.3		9.5		1.57		D/T
C28		c		0.2		1.6		3.13		D/T
C29		c		8.7		-4.6		2.58		D/T
C30		c		-3.1		-5.6		4.16		D/T
C31		c		-3.1		19.0		2.33		D/T
C32		c		-6.6		-5.3		2.45		D/T
C33		c		8.1		17.4		4.61		D/T
C34		c		2.0		13.4		4.01		D/T
C35		c		-5.6		6.2		3.43		D/T
C36		c		7.7		-8.0		1.36		D/T
C37		c		3.4		-2.1		45.0		T
C38		c		-2.1		3.1		56.43		T
C39		c		14.6		-19.6		99.22		T
C40		c		11.4		2.2		90.83		T
C41		c		-7.9		-9.9		17.23		T
C42		c		9.5		-15.5		37.84		T
C43		c		-14.5		18.1		96.88		T
C44		c		-11.6		-16.7		82.12		T
C45		c		18.3		3.6		42.1		T
C46		c		19.5		14.0		41.59		T
C47		c		-2.7		5.1		95.85		T
C48		c		-0.2		-20.0		22.21		T
C49		c		-13.2		10.1		81.89		T
C50		c		-5.3		8.4		27.52		T
C51		c		16.4		-11.2		49.2		T
C52		c		-13.0		11.0		73.63		T
C53		c		3.9		19.6		73.89		T
C54		c		-15.1		-14.7		82.81		T
C55		c		2.0		17.2		69.13		T
C56		c		4.7		-11.0		50.07		T
C57		c		9.7		-14.5		81.09		T
C58		c		-1.1		-11.9		18.1		T
C59		c		10.2		4.2		57.15		T
C60		c		-3.9		1.4		21.65		T
C61		c		6.6		-6.7		42.96		T
C62		c		-12.2		-8.4		52.82		T
C63		c		5.5		-18.5		88.84		T
C64		c		-2.7		1.6		46.67		T
C65		c		-16.1		9.5		11.33		T
C66		c		9.3		6.4		81.16		T
C67		c		5.3		-1.8		38.98		T
C68		c		10.1		9.5		91.92		T
C69		c		12.6		11.2		26.43		T
C70		c		-11.5		18.8		18.84		T
C71		c		-16.3		-12.5		37.08		T
C72		c		-18.7		12.6		69.37		T
C73		c		-6.4		1.3		95.62		T
C74		c		14.8		-8.4		90.67		T
C75		c		5.2		-19.8		44.79		T
C76		c		13.8		-14.4		53.28		T
C77		c		1.2		-12.0		46.99		T
C78		c		-8.6		-5.3		74.72		T
C79		c		13.8		18.6		90.36		T
C80		c		14.2		0.6		61.15		T
C81		c		9.9		13.0		25.99		T
C82		c		-6.0		-19.3		75.05		T
C83		c		-2.8		13.9		13.71		T
C84		c		-10.4		20.0		35.83		T
C85		c		-15.7		0.5		20.03		T
C86		c		-2.6		-3.8		22.23		T
C87		c		-9.2		2.4		56.33		T
C88		c		5.3		-4.5		87.24		T
C89		c		11.4		18.1		57.89		T
C90		c		4.8		-3.5		29.57		T
C91		c		8.5		-1.8		94.34		T
C92		c		9.2		1.4		87.74		T
C93		c		14.4		3.9		56.19		T
C94		c		19.6		-10.5		80.6		T
C95		c		19.7		11.9		54.64		T
C96		c		1.1		-1.2		80.97		T
C97		c		17.2		11.9		26.91		T
C98		c		-13.6		-14.2		7.44		T
C99		c		-18.7		-3.8		35.01		T
C100		c		-11.1		-4.3		42.83		T
C101		c		2.4		-6.8		24.34		T
C102		c		-7.9		-9.7		31.38		T
C103		c		-11.5		14.3		85.66		T
C104		c		16.9		13.2		18.08		T
C105		c		-14.9		10.9		40.76		T
C106		c		-3.6		-2.6		14.82		T
C107		c		12.8		9.7		19.39		T
C108		c		-15.7		2.7		51.68		T
C109		c		-11.1		-13.5		98.82		T
C110		c		-10.6		-18.0		83.86		T
C111		c		-9.9		-12.9		8.8		T
C112		c		5.4		2.7		80.63		T
C113		c		12.8		3.7		82.01		T
C114		c		-17.0		5.2		90.03		T
C115		c		-14.0		-14.1		60.42		T
C116		c		1.2		13.2		48.26		T
C117		c		-14.1		-16.1		17.56		T
C118		c		-0.2		-12.6		70.71		T
C119		c		0.9		9.0		36.57		T
C120		c		-0.1		17.3		97.36		T
