StringID		Type		X		Y		Demand		ServiceBy
D0		d		14.5		-6.0		0.0		-
C1		c		-2.6		-12.1		0.84		D/T
C2		c		25.3		-20.0		2.18		D/T
C3		c		-8.2		32.1		1.88		D/T
C4		c		-18.8		5.2		2.49		D/T
C5		c		-12.2		24.2		1.97		D/T
C6		c		-19.7		-15.5		3.38		D/T
C7		c		-25.6		25.7		3.73		D/T
C8		c		4.6		-31.4		4.98		D/T
C9		c		11.6		5.1		2.81		D/T
C10		c		31.5		-40.0		2.1		D/T
C11		c		-32.7		-0.3		2.06		D/T
C12		c		-6.9		-15.9		1.44		D/T
C13		c		25.8		24.8		4.62		D/T
C14		c		35.1		-11.5		2.7		D/T
C15		c		15.2		0.1		2.99		D/T
C16		c		21.6		-16.4		3.11		D/T
C17		c		38.1		-33.5		4.0		D/T
C18		c		-24.1		-31.9		4.25		D/T
C19		c		-0.7		-0.6		4.41		D/T
C20		c		-29.3		11.6		4.99		D/T
C21		c		5.4		-4.0		2.46		D/T
C22		c		-34.5		36.9		2.34		D/T
C23		c		-35.3		-26.1		4.66		D/T
C24		c		8.3		-0.2		3.73		D/T
C25		c		11.4		-33.6		4.06		D/T
C26		c		28.9		32.4		2.91		D/T
C27		c		18.9		5.6		2.67		D/T
C28		c		30.5		39.0		0.94		D/T
C29		c		31.1		27.8		3.58		D/T
C30		c		-31.1		-36.9		2.37		D/T
C31		c		-27.8		-0.4		4.99		D/T
C32		c		-24.3		-39.8		1.84		D/T
C33		c		-12.5		37.2		4.74		D/T
C34		c		5.9		20.4		1.12		D/T
C35		c		-9.6		-36.8		1.06		D/T
C36		c		-4.6		-35.0		2.21		D/T
C37		c		-6.1		11.4		3.16		D/T
C38		c		-30.7		-10.8		3.39		D/T
C39		c		28.7		1.1		0.79		D/T
C40		c		-19.4		-26.8		2.98		D/T
C41		c		36.7		25.5		4.36		D/T
C42		c		21.2		-25.9		4.27		D/T
C43		c		1.1		-20.6		4.63		D/T
C44		c		-5.7		-35.0		4.32		D/T
C45		c		-4.2		0.0		3.84		D/T
C46		c		35.9		17.8		1.08		D/T
C47		c		34.8		4.5		1.9		D/T
C48		c		21.5		-16.8		1.76		D/T
C49		c		-27.3		-24.9		3.7		D/T
C50		c		25.0		-9.5		0.51		D/T
C51		c		28.0		-14.5		4.03		D/T
C52		c		-0.8		2.7		4.02		D/T
C53		c		13.5		25.9		3.33		D/T
C54		c		32.2		0.0		1.24		D/T
C55		c		-26.7		-4.0		2.48		D/T
C56		c		37.9		36.3		3.31		D/T
C57		c		-4.3		7.8		2.8		D/T
C58		c		-38.3		24.4		2.14		D/T
C59		c		14.7		30.3		3.28		D/T
C60		c		8.9		30.8		1.97		D/T
C61		c		-23.5		5.6		50.28		T
C62		c		14.9		29.6		7.65		T
C63		c		-8.2		5.7		66.15		T
C64		c		-35.6		-10.7		31.84		T
C65		c		27.1		21.8		12.42		T
C66		c		25.4		7.6		53.5		T
C67		c		13.3		-17.5		79.01		T
C68		c		-29.4		8.6		90.33		T
C69		c		-5.0		-28.7		6.84		T
C70		c		9.1		15.0		11.91		T
C71		c		18.6		29.0		79.96		T
C72		c		24.8		23.1		90.72		T
C73		c		29.0		38.1		43.03		T
C74		c		-7.3		-6.7		41.18		T
C75		c		1.2		39.1		31.89		T
C76		c		-33.7		25.4		35.73		T
C77		c		-35.4		27.2		29.28		T
C78		c		35.0		-2.2		62.1		T
C79		c		4.0		17.1		96.28		T
C80		c		38.9		34.1		76.07		T
C81		c		24.9		-30.6		27.01		T
C82		c		19.8		-33.2		63.21		T
C83		c		-3.9		10.4		5.25		T
C84		c		-18.9		-20.9		74.46		T
C85		c		37.1		20.5		46.48		T
C86		c		-11.1		3.8		81.81		T
C87		c		0.6		-23.7		40.87		T
C88		c		37.9		-0.5		65.32		T
C89		c		38.7		31.7		25.38		T
C90		c		6.7		-4.3		63.24		T
C91		c		-6.2		-17.2		89.85		T
C92		c		8.4		7.6		8.57		T
C93		c		25.5		17.3		73.25		T
C94		c		17.5		8.0		17.58		T
C95		c		-14.6		-31.4		54.75		T
C96		c		5.8		32.7		76.31		T
C97		c		-17.9		-25.4		48.82		T
C98		c		29.5		3.1		48.86		T
C99		c		-19.7		37.3		76.41		T
C100		c		-2.7		23.5		92.49		T
