StringID		Type		X		Y		Demand		ServiceBy
D0		d		28.2		-24.5		0.0		-
C1		c		-15.2		4.7		1.26		D/T
C2		c		-10.7		16.0		4.26		D/T
C3		c		17.5		-8.5		1.86		D/T
C4		c		8.4		15.9		1.83		D/T
C5		c		-17.1		-7.8		0.62		D/T
C6		c		21.3		-5.1		0.88		D/T
C7		c		4.3		-19.0		0.86		D/T
C8		c		14.8		9.2		3.87		D/T
C9		c		17.0		15.0		0.76		D/T
C10		c		3.1		-28.5		2.21		D/T
C11		c		26.6		15.8		0.92		D/T
C12		c		3.8		17.6		2.3		D/T
C13		c		3.4		-25.5		3.6		D/T
C14		c		20.0		-10.6		0.66		D/T
C15		c		22.5		29.3		4.33		D/T
C16		c		-26.3		-11.0		1.05		D/T
C17		c		23.2		-10.1		1.93		D/T
C18		c		-25.6		27.5		4.69		D/T
C19		c		-0.1		-24.8		3.46		D/T
C20		c		-29.3		-16.2		4.21		D/T
C21		c		8.3		-9.6		2.76		D/T
C22		c		0.7		-27.0		3.09		D/T
C23		c		7.3		11.4		1.55		D/T
C24		c		-26.7		-10.1		1.06		D/T
C25		c		-7.1		-0.2		26.83		T
C26		c		-23.4		8.3		83.4		T
C27		c		21.5		-13.8		51.14		T
C28		c		28.9		-9.0		68.7		T
C29		c		-22.6		-7.6		52.29		T
C30		c		22.1		16.7		38.1		T
C31		c		23.4		5.1		63.82		T
C32		c		-12.1		-1.6		75.87		T
C33		c		-2.8		17.7		29.94		T
C34		c		-16.8		7.7		47.8		T
C35		c		-0.4		15.5		16.89		T
C36		c		-6.7		25.6		79.74		T
C37		c		-17.2		22.0		76.0		T
C38		c		-9.0		-15.7		59.05		T
C39		c		25.9		-25.3		68.63		T
C40		c		11.5		22.7		52.77		T
C41		c		26.8		-21.9		13.42		T
C42		c		15.8		15.3		41.25		T
C43		c		-29.9		7.5		27.16		T
C44		c		-17.6		20.8		49.65		T
C45		c		-21.9		-3.4		20.56		T
C46		c		-21.7		-2.0		21.3		T
C47		c		22.6		-19.4		27.16		T
C48		c		-1.7		14.1		32.55		T
C49		c		-4.9		1.7		23.51		T
C50		c		23.6		1.8		35.6		T
C51		c		2.5		-22.2		61.19		T
C52		c		9.2		27.2		16.52		T
C53		c		-15.7		10.1		72.4		T
C54		c		4.2		1.5		50.71		T
C55		c		24.3		11.4		17.53		T
C56		c		9.0		-18.8		9.5		T
C57		c		27.3		-23.1		72.42		T
C58		c		26.4		-9.2		25.08		T
C59		c		-24.6		-13.7		36.24		T
C60		c		1.8		-26.1		94.93		T
C61		c		-22.1		-24.4		80.87		T
C62		c		-3.6		25.7		56.9		T
C63		c		-17.7		16.8		61.04		T
C64		c		24.2		-16.3		37.37		T
C65		c		-8.6		15.9		35.05		T
C66		c		28.4		27.7		66.09		T
C67		c		-7.9		9.8		89.3		T
C68		c		-24.1		25.6		51.54		T
C69		c		-22.3		-3.7		48.69		T
C70		c		19.1		1.1		44.32		T
C71		c		-14.9		-8.9		14.01		T
C72		c		-4.6		22.6		32.89		T
C73		c		20.6		-15.7		49.61		T
C74		c		-20.7		28.9		98.84		T
C75		c		11.9		-12.5		87.06		T
C76		c		0.2		-28.1		77.97		T
C77		c		28.1		-30.0		34.51		T
C78		c		-11.9		-21.9		88.6		T
C79		c		-0.7		16.2		77.28		T
C80		c		5.2		26.8		57.05		T
