StringID		Type		X		Y		Demand		ServiceBy
D0		d		0.3		18.6		0.0		-
C1		c		35.4		1.4		0.63		D/T
C2		c		-22.5		-27.2		0.65		D/T
C3		c		-9.2		-11.9		3.07		D/T
C4		c		-27.7		1.3		4.99		D/T
C5		c		24.4		10.5		0.81		D/T
C6		c		-8.0		-27.2		3.01		D/T
C7		c		13.6		31.6		3.42		D/T
C8		c		-39.0		-18.7		3.3		D/T
C9		c		24.4		25.4		3.13		D/T
C10		c		-19.1		16.3		1.13		D/T
C11		c		5.4		-9.7		4.54		D/T
C12		c		38.0		-17.9		2.6		D/T
C13		c		-38.8		32.9		0.54		D/T
C14		c		15.2		-26.0		1.48		D/T
C15		c		-6.3		12.2		4.03		D/T
C16		c		19.7		-27.7		3.01		D/T
C17		c		9.6		2.5		3.95		D/T
C18		c		-13.9		1.6		1.51		D/T
C19		c		-21.0		19.1		1.23		D/T
C20		c		-38.6		21.0		3.53		D/T
C21		c		-1.1		-21.1		4.86		D/T
C22		c		-29.3		-34.1		1.13		D/T
C23		c		7.0		-25.6		4.94		D/T
C24		c		0.6		12.8		4.1		D/T
C25		c		-10.4		-17.7		1.1		D/T
C26		c		35.2		11.5		0.54		D/T
C27		c		32.1		-21.0		3.68		D/T
C28		c		-39.0		25.0		1.5		D/T
C29		c		9.2		15.4		3.7		D/T
C30		c		-15.1		1.5		3.96		D/T
C31		c		-9.2		38.2		0.94		D/T
C32		c		-25.1		30.6		0.86		D/T
C33		c		11.4		-7.3		2.27		D/T
C34		c		-34.1		18.1		1.97		D/T
C35		c		17.7		35.2		3.22		D/T
C36		c		5.1		-24.8		3.91		D/T
C37		c		19.4		1.3		1.52		D/T
C38		c		-23.0		-7.0		1.0		D/T
C39		c		1.4		25.8		3.31		D/T
C40		c		-11.8		23.1		2.88		D/T
C41		c		-36.1		14.4		2.22		D/T
C42		c		-11.8		-35.9		3.69		D/T
C43		c		-18.2		-33.5		1.36		D/T
C44		c		-23.4		-4.0		3.53		D/T
C45		c		26.6		34.8		1.22		D/T
C46		c		1.2		-16.9		4.45		D/T
C47		c		7.3		12.1		1.81		D/T
C48		c		15.5		16.0		4.81		D/T
C49		c		38.6		38.1		79.84		T
C50		c		-1.9		-13.0		88.77		T
C51		c		-23.0		37.9		86.19		T
C52		c		31.9		20.6		27.92		T
C53		c		-27.7		-11.2		69.42		T
C54		c		6.7		29.6		74.9		T
C55		c		-28.3		3.6		78.24		T
C56		c		-37.9		-19.8		66.0		T
C57		c		-36.5		-2.5		30.21		T
C58		c		22.6		34.5		84.4		T
C59		c		20.8		-3.5		6.42		T
C60		c		13.6		22.4		64.38		T
C61		c		-0.6		11.9		71.47		T
C62		c		34.0		3.2		71.85		T
C63		c		-3.7		-14.8		16.2		T
C64		c		14.5		17.9		95.3		T
C65		c		35.2		10.6		49.01		T
C66		c		31.3		19.4		13.97		T
C67		c		31.8		10.2		57.91		T
C68		c		4.2		-26.1		22.57		T
C69		c		35.8		-10.5		19.74		T
C70		c		-22.1		-33.3		66.55		T
C71		c		19.3		-34.5		75.94		T
C72		c		1.0		-19.5		14.36		T
C73		c		15.8		39.8		64.12		T
C74		c		-1.8		-9.5		38.72		T
C75		c		-6.4		-21.8		61.43		T
C76		c		3.2		28.6		7.35		T
C77		c		11.2		-25.1		47.89		T
C78		c		-22.2		26.1		65.07		T
C79		c		-8.2		1.9		16.45		T
C80		c		-17.7		36.1		53.68		T
C81		c		6.5		-3.6		7.18		T
C82		c		17.4		12.9		66.38		T
C83		c		10.9		-29.3		19.32		T
C84		c		37.3		-2.6		53.25		T
C85		c		-27.1		22.6		10.14		T
C86		c		-1.1		-28.9		96.78		T
C87		c		-25.5		29.6		41.2		T
C88		c		39.0		15.8		31.85		T
C89		c		-25.6		-32.2		18.21		T
C90		c		-9.7		19.1		11.49		T
C91		c		-18.9		-20.6		74.36		T
C92		c		18.9		-6.0		79.22		T
C93		c		35.8		10.2		19.82		T
C94		c		20.6		-10.0		58.49		T
C95		c		-34.6		34.0		29.79		T
C96		c		4.3		-34.3		5.53		T
C97		c		12.1		-27.9		21.14		T
C98		c		33.5		-11.4		76.95		T
C99		c		33.7		-11.8		52.6		T
C100		c		2.4		-23.9		34.89		T
C101		c		-30.2		-27.5		35.27		T
C102		c		28.4		2.3		22.88		T
C103		c		11.5		14.1		93.77		T
C104		c		-2.8		-15.6		13.29		T
C105		c		-17.0		16.3		45.97		T
C106		c		-2.1		8.5		64.71		T
C107		c		-30.8		36.7		44.35		T
C108		c		18.1		-15.7		46.37		T
C109		c		-0.8		30.3		20.12		T
C110		c		-29.2		-22.0		54.51		T
C111		c		-34.3		-28.3		60.74		T
C112		c		7.9		-29.5		63.89		T
C113		c		14.6		-0.2		72.55		T
C114		c		20.4		-38.8		58.45		T
C115		c		-36.9		16.9		6.48		T
C116		c		18.2		12.5		94.61		T
C117		c		-37.0		33.3		95.57		T
C118		c		15.0		2.3		39.0		T
C119		c		17.7		4.2		62.0		T
C120		c		-10.9		30.4		53.01		T
C121		c		-17.3		-19.6		28.7		T
