StringID		Type		X		Y		Demand		ServiceBy
D0		d		19.6		12.9		0.0		-
C1		c		-0.6		16.5		0.82		D/T
C2		c		15.2		7.8		4.44		D/T
C3		c		-5.0		29.2		2.88		D/T
C4		c		22.3		-24.1		4.55		D/T
C5		c		-4.1		15.3		3.09		D/T
C6		c		28.2		18.6		0.66		D/T
C7		c		16.5		29.7		4.7		D/T
C8		c		13.6		26.6		4.78		D/T
C9		c		15.1		-27.3		2.3		D/T
C10		c		26.0		-19.0		2.63		D/T
C11		c		22.4		10.9		2.88		D/T
C12		c		-21.3		10.0		1.61		D/T
C13		c		-19.2		-23.4		4.21		D/T
C14		c		-10.3		-17.0		3.01		D/T
C15		c		11.9		-18.2		1.15		D/T
C16		c		-8.3		18.3		4.89		D/T
C17		c		1.3		20.4		1.68		D/T
C18		c		13.1		-8.3		1.06		D/T
C19		c		19.9		-12.3		3.77		D/T
C20		c		-29.6		3.6		2.65		D/T
C21		c		22.2		-5.3		4.77		D/T
C22		c		3.4		-3.9		0.99		D/T
C23		c		21.2		4.0		1.99		D/T
C24		c		19.2		25.2		1.54		D/T
C25		c		-25.7		15.4		3.95		D/T
C26		c		5.0		9.3		3.99		D/T
C27		c		11.7		23.4		4.09		D/T
C28		c		20.4		21.5		2.81		D/T
C29		c		-7.0		9.1		3.28		D/T
C30		c		-26.8		7.0		4.94		D/T
C31		c		-29.9		-23.3		2.55		D/T
C32		c		-16.1		-7.1		0.67		D/T
C33		c		-4.1		9.6		1.55		D/T
C34		c		7.1		-21.6		3.98		D/T
C35		c		9.9		21.2		2.53		D/T
C36		c		-16.1		-28.1		1.71		D/T
C37		c		-9.7		-16.7		56.22		T
C38		c		5.0		24.1		64.59		T
C39		c		-6.0		-7.7		49.8		T
C40		c		-15.0		5.5		93.17		T
C41		c		13.4		8.5		62.24		T
C42		c		27.9		-24.1		76.22		T
C43		c		-15.0		-15.1		84.36		T
C44		c		2.3		-3.0		59.98		T
C45		c		-5.5		-10.9		18.42		T
C46		c		21.1		26.5		31.62		T
C47		c		-23.3		-2.8		49.64		T
C48		c		5.3		-22.8		79.69		T
C49		c		25.3		-24.8		85.59		T
C50		c		2.8		15.7		26.62		T
C51		c		9.9		6.9		51.02		T
C52		c		-3.2		-12.5		82.6		T
C53		c		2.5		14.5		16.29		T
C54		c		-26.0		-16.8		6.71		T
C55		c		13.3		-0.5		79.16		T
C56		c		-18.9		20.3		95.24		T
C57		c		-19.3		20.7		8.12		T
C58		c		-13.7		25.4		22.74		T
C59		c		18.6		9.5		84.46		T
C60		c		-18.4		6.7		65.04		T
C61		c		26.6		-19.5		17.18		T
C62		c		-21.4		25.2		45.63		T
C63		c		29.6		-8.8		49.77		T
C64		c		-16.0		3.7		22.92		T
C65		c		-18.5		19.9		76.71		T
C66		c		-17.7		-15.1		15.36		T
C67		c		26.6		11.5		35.27		T
C68		c		-10.5		-4.9		78.84		T
C69		c		15.4		9.8		63.9		T
C70		c		3.5		-27.2		75.54		T
C71		c		-29.0		-13.6		57.39		T
C72		c		-15.4		1.8		77.85		T
C73		c		18.6		7.5		27.05		T
C74		c		-8.3		20.1		54.98		T
C75		c		-13.0		13.3		83.31		T
C76		c		-8.5		-28.4		68.33		T
C77		c		-5.8		-26.1		30.28		T
C78		c		-13.9		-16.0		75.48		T
C79		c		-22.8		14.9		61.5		T
C80		c		-22.6		10.0		7.29		T
C81		c		9.5		29.4		29.24		T
C82		c		-4.2		-5.2		86.11		T
C83		c		0.5		-12.2		53.32		T
C84		c		20.1		1.2		7.37		T
C85		c		10.1		26.4		32.2		T
C86		c		-2.4		27.5		74.18		T
C87		c		-19.7		22.2		95.8		T
C88		c		26.7		4.7		13.17		T
C89		c		1.3		-12.7		80.8		T
C90		c		14.5		11.9		45.37		T
C91		c		-28.9		23.0		35.64		T
C92		c		-13.2		-27.5		6.85		T
C93		c		23.6		4.4		91.08		T
C94		c		-3.7		-9.7		53.45		T
C95		c		21.3		10.0		85.17		T
C96		c		13.7		-19.3		5.55		T
C97		c		-0.2		-18.0		6.67		T
C98		c		-28.9		25.9		55.47		T
C99		c		9.3		-25.5		16.24		T
C100		c		-1.7		10.2		15.51		T
C101		c		-22.9		-11.5		26.79		T
C102		c		-6.2		2.7		45.8		T
C103		c		17.0		-4.3		50.94		T
C104		c		-10.0		13.6		88.97		T
C105		c		-14.9		-20.9		30.56		T
C106		c		-27.2		-19.9		18.21		T
C107		c		24.7		25.7		43.25		T
C108		c		-1.0		-18.7		30.71		T
C109		c		8.2		-15.6		51.26		T
C110		c		-14.5		18.8		93.4		T
C111		c		-29.0		1.7		54.96		T
C112		c		17.9		-14.0		18.46		T
C113		c		29.4		11.1		52.0		T
C114		c		-5.2		-9.0		36.78		T
C115		c		21.0		-2.3		43.75		T
C116		c		-11.1		20.1		78.11		T
C117		c		-19.8		-21.8		91.41		T
C118		c		-7.3		-23.9		62.18		T
C119		c		-7.0		12.1		83.3		T
C120		c		-17.0		18.3		43.15		T
