StringID		Type		X		Y		Demand		ServiceBy
D0		d		9.8		15.4		0.0		-
C1		c		14.3		-6.4		2.6		D/T
C2		c		15.5		11.8		2.33		D/T
C3		c		14.2		1.5		0.84		D/T
C4		c		-14.8		-0.6		2.28		D/T
C5		c		13.5		12.6		3.18		D/T
C6		c		10.5		1.2		1.7		D/T
C7		c		4.8		19.4		1.04		D/T
C8		c		1.1		-14.1		2.58		D/T
C9		c		-0.3		19.6		4.02		D/T
C10		c		-4.2		-8.0		4.16		D/T
C11		c		10.1		13.2		4.54		D/T
C12		c		5.5		10.9		2.17		D/T
C13		c		-19.8		12.6		4.95		D/T
C14		c		-5.3		3.2		3.43		D/T
C15		c		-17.5		16.8		1.95		D/T
C16		c		5.5		6.3		2.06		D/T
C17		c		5.1		-3.8		4.51		D/T
C18		c		3.1		-14.1		3.54		D/T
C19		c		7.2		-12.5		0.69		D/T
C20		c		-3.5		13.7		2.43		D/T
C21		c		-19.7		16.3		2.9		D/T
C22		c		-4.1		-14.4		0.64		D/T
C23		c		-16.7		1.2		3.95		D/T
C24		c		7.8		7.1		2.29		D/T
C25		c		-13.8		13.0		1.26		D/T
C26		c		5.3		5.1		4.28		D/T
C27		c		-10.8		-14.1		3.18		D/T
C28		c		-2.0		-13.4		2.79		D/T
C29		c		-20.0		-11.8		3.93		D/T
C30		c		13.9		-4.2		3.05		D/T
C31		c		-2.2		7.4		0.67		D/T
C32		c		-7.9		-7.9		1.15		D/T
C33		c		-5.1		-5.0		1.26		D/T
C34		c		4.3		16.4		3.09		D/T
C35		c		15.6		-1.2		1.68		D/T
C36		c		16.5		-5.0		1.29		D/T
C37		c		15.4		-13.8		3.34		D/T
C38		c		1.4		-2.5		4.48		D/T
C39		c		12.3		19.2		4.86		D/T
C40		c		-0.9		17.6		1.04		D/T
C41		c		-1.5		-12.2		1.81		D/T
C42		c		-5.5		16.1		1.03		D/T
C43		c		-13.3		18.7		4.96		D/T
C44		c		-3.1		5.8		1.35		D/T
C45		c		-14.0		12.8		4.58		D/T
C46		c		16.9		-9.5		2.23		D/T
C47		c		-13.0		12.8		0.67		D/T
C48		c		5.8		19.3		3.85		D/T
C49		c		-0.3		12.2		62.41		T
C50		c		16.8		14.6		74.59		T
C51		c		13.0		15.9		75.86		T
C52		c		18.2		0.3		17.75		T
C53		c		13.1		5.6		40.26		T
C54		c		-4.0		8.9		52.46		T
C55		c		-10.1		-2.8		99.85		T
C56		c		-4.2		-3.8		75.56		T
C57		c		19.0		-11.9		53.87		T
C58		c		-6.0		4.8		15.52		T
C59		c		-9.7		15.0		43.02		T
C60		c		4.7		-15.5		19.26		T
C61		c		-15.5		-1.5		19.0		T
C62		c		9.3		-16.1		44.39		T
C63		c		4.1		-17.1		27.05		T
C64		c		-3.3		0.6		15.4		T
C65		c		-11.3		1.4		51.05		T
C66		c		4.9		-8.2		77.87		T
C67		c		13.2		-1.0		73.87		T
C68		c		19.6		4.1		93.77		T
C69		c		-5.1		-12.7		48.66		T
C70		c		17.3		3.1		34.51		T
C71		c		-9.1		-3.9		24.55		T
C72		c		10.8		-16.3		75.01		T
C73		c		1.1		-8.6		93.76		T
C74		c		-7.2		16.5		78.59		T
C75		c		-12.0		4.7		6.39		T
C76		c		-19.4		-11.2		22.59		T
C77		c		19.7		-13.0		65.45		T
C78		c		-10.5		1.0		42.67		T
C79		c		-18.7		17.3		28.17		T
C80		c		-13.1		-12.1		59.45		T
C81		c		-0.2		-16.6		31.14		T
C82		c		11.6		-16.7		48.86		T
C83		c		13.5		-19.2		59.96		T
C84		c		6.0		-1.0		57.17		T
C85		c		-13.4		9.7		38.0		T
C86		c		19.1		5.3		52.79		T
C87		c		19.6		-5.3		59.94		T
C88		c		-19.0		-7.5		32.56		T
C89		c		7.9		-12.1		24.13		T
C90		c		-13.1		8.4		74.62		T
C91		c		-10.4		16.0		28.65		T
C92		c		3.9		0.1		60.27		T
C93		c		-18.0		18.9		82.32		T
C94		c		-13.2		-12.8		64.87		T
C95		c		-10.8		5.6		84.63		T
C96		c		13.5		12.7		10.87		T
C97		c		-17.4		17.5		75.11		T
C98		c		8.7		5.6		76.09		T
C99		c		-7.7		6.2		25.55		T
C100		c		9.0		-0.6		49.4		T
C101		c		-4.6		7.9		34.65		T
C102		c		10.8		13.8		32.22		T
C103		c		-12.2		8.6		7.53		T
C104		c		-8.3		-1.8		77.77		T
C105		c		-7.8		9.4		77.5		T
C106		c		-17.6		4.3		57.46		T
C107		c		15.4		4.8		34.86		T
C108		c		5.7		14.0		65.19		T
C109		c		-1.3		-16.2		74.08		T
C110		c		14.0		15.1		88.78		T
C111		c		9.8		-6.3		13.61		T
C112		c		12.2		19.6		6.44		T
C113		c		-11.4		-5.2		7.93		T
C114		c		-5.1		15.6		26.56		T
C115		c		-2.4		-18.8		52.8		T
C116		c		-8.2		16.1		18.69		T
C117		c		2.3		11.3		92.14		T
C118		c		-0.5		-0.8		79.96		T
C119		c		-18.5		16.3		75.81		T
C120		c		1.3		19.1		28.62		T
C121		c		17.6		-1.9		58.9		T
