StringID		Type		X		Y		Demand		ServiceBy
D0		d		-7.6		16.5		0.0		-
C1		c		-6.7		-4.1		3.85		D/T
C2		c		-9.0		-8.3		4.89		D/T
C3		c		-13.9		-8.7		1.4		D/T
C4		c		-19.5		13.2		4.69		D/T
C5		c		-5.1		-2.8		3.51		D/T
C6		c		-6.6		12.5		3.37		D/T
C7		c		-17.4		2.1		3.17		D/T
C8		c		-11.2		8.2		4.82		D/T
C9		c		-7.3		4.3		3.81		D/T
C10		c		-10.6		9.4		1.84		D/T
C11		c		0.5		-12.6		4.95		D/T
C12		c		4.0		7.1		0.64		D/T
C13		c		8.9		-10.0		80.8		T
C14		c		10.9		-14.2		86.96		T
C15		c		2.3		8.6		27.65		T
C16		c		16.2		-7.5		87.81		T
C17		c		-11.2		4.7		81.06		T
C18		c		-11.8		-3.2		66.23		T
C19		c		9.8		13.4		89.31		T
C20		c		12.0		14.6		77.34		T
C21		c		-6.9		-0.4		38.75		T
C22		c		6.9		8.0		32.37		T
C23		c		-2.9		-14.2		76.18		T
C24		c		-11.0		11.0		31.43		T
C25		c		18.2		4.6		88.1		T
C26		c		3.1		-5.5		69.88		T
C27		c		7.4		-16.4		96.85		T
C28		c		14.2		-15.7		43.84		T
C29		c		17.6		4.2		29.85		T
C30		c		-1.4		3.7		52.91		T
C31		c		0.6		11.9		36.8		T
C32		c		9.5		0.0		72.46		T
C33		c		-16.8		-1.3		79.78		T
C34		c		-10.4		6.6		79.03		T
C35		c		-13.8		-0.2		23.93		T
C36		c		-2.9		-16.0		38.76		T
C37		c		8.9		6.9		27.85		T
C38		c		-19.1		-13.0		37.66		T
C39		c		14.4		4.0		15.41		T
C40		c		18.3		-18.1		30.69		T
