StringID		Type		X		Y		Demand		ServiceBy
D0		d		23.6		21.4		0.0		-
C1		c		15.1		12.7		2.5		D/T
C2		c		-9.0		34.7		1.72		D/T
C3		c		23.6		-19.9		0.61		D/T
C4		c		36.9		2.8		3.35		D/T
C5		c		-6.1		-12.9		4.0		D/T
C6		c		-8.8		-0.1		3.75		D/T
C7		c		-23.6		32.9		0.79		D/T
C8		c		-4.9		-33.4		1.73		D/T
C9		c		-32.0		-27.7		0.61		D/T
C10		c		4.8		24.2		2.18		D/T
C11		c		-8.2		-5.5		2.91		D/T
C12		c		25.1		-38.2		1.59		D/T
C13		c		29.7		10.2		4.14		D/T
C14		c		-13.1		2.7		4.2		D/T
C15		c		-1.3		34.9		4.06		D/T
C16		c		33.5		25.2		3.87		D/T
C17		c		-30.7		-24.8		2.48		D/T
C18		c		-34.6		-26.2		3.7		D/T
C19		c		3.6		36.8		3.53		D/T
C20		c		10.0		-16.9		4.05		D/T
C21		c		-20.0		20.8		2.32		D/T
C22		c		34.7		17.0		3.72		D/T
C23		c		-9.9		-20.0		3.14		D/T
C24		c		36.0		27.8		3.16		D/T
C25		c		15.8		33.3		2.93		D/T
C26		c		-35.3		24.8		4.7		D/T
C27		c		38.5		33.9		2.27		D/T
C28		c		38.9		20.6		2.84		D/T
C29		c		-7.4		-26.6		3.6		D/T
C30		c		19.8		37.7		3.9		D/T
C31		c		22.2		29.0		4.19		D/T
C32		c		-35.0		13.2		3.2		D/T
C33		c		10.9		8.2		1.77		D/T
C34		c		-31.0		27.9		3.41		D/T
C35		c		34.8		5.3		4.23		D/T
C36		c		-29.5		37.7		4.79		D/T
C37		c		-29.2		28.6		1.52		D/T
C38		c		-7.5		7.0		1.54		D/T
C39		c		30.4		20.7		3.77		D/T
C40		c		3.6		3.7		4.91		D/T
C41		c		-31.0		35.8		2.91		D/T
C42		c		27.8		15.1		1.99		D/T
C43		c		-3.2		38.0		2.83		D/T
C44		c		17.4		-16.9		4.05		D/T
C45		c		-16.2		39.8		2.07		D/T
C46		c		10.2		7.2		3.76		D/T
C47		c		15.3		-4.9		4.77		D/T
C48		c		28.3		6.9		3.46		D/T
C49		c		11.2		-25.3		1.18		D/T
C50		c		-3.3		-20.6		3.56		D/T
C51		c		-6.7		-9.2		1.44		D/T
C52		c		4.8		-30.0		1.33		D/T
C53		c		38.5		28.5		4.76		D/T
C54		c		18.9		0.8		3.41		D/T
C55		c		16.1		31.5		3.98		D/T
C56		c		18.6		39.8		2.63		D/T
C57		c		-32.2		-27.2		2.32		D/T
C58		c		35.1		7.5		4.37		D/T
C59		c		-37.8		11.1		3.57		D/T
C60		c		-30.5		5.8		2.62		D/T
C61		c		-20.0		22.1		3.97		D/T
C62		c		3.4		26.8		3.63		D/T
C63		c		-2.4		30.3		2.27		D/T
C64		c		-13.7		-13.5		3.31		D/T
C65		c		-34.1		12.8		4.93		D/T
C66		c		-13.4		27.8		2.37		D/T
C67		c		-11.3		22.7		2.72		D/T
C68		c		38.9		3.8		4.25		D/T
C69		c		-8.0		20.7		3.36		D/T
C70		c		-36.3		-35.7		4.29		D/T
C71		c		-21.7		-1.5		3.21		D/T
C72		c		3.2		-26.9		0.79		D/T
C73		c		-27.8		35.8		2.43		D/T
C74		c		30.4		-6.2		0.63		D/T
C75		c		29.9		26.6		3.97		D/T
C76		c		34.9		19.2		1.91		D/T
C77		c		19.6		36.0		3.14		D/T
C78		c		-24.9		30.8		2.72		D/T
C79		c		28.9		17.6		3.1		D/T
C80		c		28.7		28.4		3.22		D/T
C81		c		-37.7		31.0		4.26		D/T
C82		c		10.0		16.7		1.2		D/T
C83		c		26.3		39.6		3.39		D/T
C84		c		14.8		-38.5		0.68		D/T
C85		c		-34.9		8.0		62.96		T
C86		c		9.9		22.3		60.4		T
C87		c		-6.3		-10.2		56.97		T
C88		c		13.9		-19.3		39.7		T
C89		c		-34.0		14.5		56.45		T
C90		c		6.3		-33.5		50.15		T
C91		c		-12.3		37.7		21.35		T
C92		c		-10.7		-5.4		82.62		T
C93		c		-26.1		-20.2		67.46		T
C94		c		25.0		4.8		66.88		T
C95		c		-21.4		23.8		70.03		T
C96		c		-16.4		11.3		20.75		T
C97		c		-20.0		8.9		87.31		T
C98		c		-32.4		11.4		88.54		T
C99		c		35.7		8.7		6.97		T
C100		c		-15.5		-6.5		37.84		T
C101		c		23.7		31.6		68.44		T
C102		c		28.5		-34.6		13.0		T
C103		c		28.0		14.4		45.98		T
C104		c		4.1		-4.4		15.67		T
C105		c		36.6		20.0		67.23		T
C106		c		38.1		-38.2		13.39		T
C107		c		-3.2		-22.9		51.62		T
C108		c		-21.6		-17.0		84.68		T
C109		c		-2.1		-5.8		74.56		T
C110		c		-20.0		-6.4		23.73		T
C111		c		14.7		-31.7		32.33		T
C112		c		-37.5		33.1		86.52		T
C113		c		0.4		-36.0		42.19		T
C114		c		10.1		-20.0		21.88		T
C115		c		33.4		-17.4		18.07		T
C116		c		29.8		26.9		44.97		T
C117		c		29.3		8.0		93.46		T
C118		c		-25.6		-28.1		77.65		T
C119		c		-11.0		-25.4		84.14		T
C120		c		-16.7		20.3		86.01		T
