StringID		Type		X		Y		Demand		ServiceBy
D0		d		-2.7		21.9		0.0		-
C1		c		-14.4		16.8		4.51		D/T
C2		c		-19.6		-13.2		4.12		D/T
C3		c		-7.3		22.4		0.73		D/T
C4		c		22.6		6.5		3.09		D/T
C5		c		24.3		-1.9		4.0		D/T
C6		c		12.6		12.8		3.03		D/T
C7		c		9.7		3.8		0.89		D/T
C8		c		26.2		25.0		4.93		D/T
C9		c		10.2		8.6		0.54		D/T
C10		c		17.5		-10.7		3.98		D/T
C11		c		-18.2		10.5		4.09		D/T
C12		c		-26.2		-24.0		1.22		D/T
C13		c		9.7		-10.0		3.36		D/T
C14		c		0.0		0.2		0.84		D/T
C15		c		21.0		-0.5		0.59		D/T
C16		c		-7.9		-15.9		1.7		D/T
C17		c		-11.9		-2.0		2.85		D/T
C18		c		10.3		26.2		1.44		D/T
C19		c		14.4		14.1		3.22		D/T
C20		c		-2.3		7.4		0.62		D/T
C21		c		-26.5		21.5		3.97		D/T
C22		c		-15.8		15.7		4.62		D/T
C23		c		12.9		18.1		0.7		D/T
C24		c		-19.2		-18.8		4.33		D/T
C25		c		-17.5		-23.5		1.52		D/T
C26		c		-28.5		-28.6		1.07		D/T
C27		c		19.8		-0.8		1.28		D/T
C28		c		-18.2		-17.4		4.49		D/T
C29		c		-23.1		23.9		2.4		D/T
C30		c		21.8		-0.4		3.63		D/T
C31		c		-10.4		-16.8		4.17		D/T
C32		c		12.0		23.4		3.58		D/T
C33		c		-14.1		-7.9		1.12		D/T
C34		c		19.2		-24.4		4.5		D/T
C35		c		-10.1		2.2		3.68		D/T
C36		c		-3.9		-14.1		3.8		D/T
C37		c		-16.3		16.8		1.48		D/T
C38		c		9.7		18.5		1.11		D/T
C39		c		23.2		4.1		1.8		D/T
C40		c		6.7		-19.6		4.15		D/T
C41		c		6.5		-9.5		4.23		D/T
C42		c		-13.8		29.0		3.23		D/T
C43		c		20.3		1.0		3.88		D/T
C44		c		27.5		-18.6		4.59		D/T
C45		c		3.3		25.2		3.06		D/T
C46		c		20.0		25.5		3.5		D/T
C47		c		-15.4		-25.3		3.86		D/T
C48		c		8.6		-10.1		3.92		D/T
C49		c		-9.0		4.7		2.65		D/T
C50		c		-20.5		14.8		1.53		D/T
C51		c		6.1		29.1		3.28		D/T
C52		c		9.9		-18.3		3.93		D/T
C53		c		-8.7		14.6		2.85		D/T
C54		c		-22.8		13.2		1.25		D/T
C55		c		-19.1		14.9		4.75		D/T
C56		c		-18.6		-27.2		4.9		D/T
C57		c		-23.3		25.9		4.75		D/T
C58		c		-1.3		7.4		3.26		D/T
C59		c		8.9		-23.0		1.43		D/T
C60		c		7.4		-4.9		0.99		D/T
C61		c		-23.1		14.4		4.3		D/T
C62		c		-20.9		28.5		1.54		D/T
C63		c		-21.7		-27.9		1.48		D/T
C64		c		-12.4		-16.6		2.01		D/T
C65		c		2.5		13.6		3.27		D/T
C66		c		-10.2		6.6		4.73		D/T
C67		c		20.4		-17.6		2.79		D/T
C68		c		9.9		-13.9		4.65		D/T
C69		c		-28.3		24.3		4.58		D/T
C70		c		25.4		-6.3		3.53		D/T
C71		c		19.7		-7.3		2.19		D/T
C72		c		26.4		8.6		0.88		D/T
C73		c		-25.3		16.8		1.23		D/T
C74		c		2.0		22.5		3.89		D/T
C75		c		-23.6		15.7		3.41		D/T
C76		c		-5.6		27.2		1.72		D/T
C77		c		-20.8		6.8		2.17		D/T
C78		c		-11.8		29.9		3.14		D/T
C79		c		-1.1		-1.7		0.62		D/T
C80		c		-26.8		9.5		2.89		D/T
C81		c		-28.9		-15.4		3.11		D/T
C82		c		-11.7		16.2		0.52		D/T
C83		c		-15.5		-11.7		1.17		D/T
C84		c		11.6		-12.8		4.66		D/T
C85		c		4.6		-18.0		31.04		T
C86		c		-29.7		-2.3		17.2		T
C87		c		21.8		-10.6		40.47		T
C88		c		25.6		13.3		7.78		T
C89		c		-14.9		5.8		67.87		T
C90		c		-1.4		-19.7		84.36		T
C91		c		-1.0		15.8		37.56		T
C92		c		-23.7		16.5		8.93		T
C93		c		26.0		16.0		78.27		T
C94		c		-3.9		16.2		38.5		T
C95		c		17.9		-15.5		92.06		T
C96		c		0.5		1.7		33.58		T
C97		c		4.5		1.8		26.97		T
C98		c		17.7		-16.7		33.61		T
C99		c		13.1		21.5		94.79		T
C100		c		11.1		-22.6		7.85		T
C101		c		29.9		-2.9		86.03		T
C102		c		9.0		-4.7		34.12		T
C103		c		11.1		-16.2		76.49		T
C104		c		-18.2		5.4		30.97		T
C105		c		20.7		-7.4		17.62		T
C106		c		16.4		12.5		9.53		T
C107		c		7.7		21.2		58.6		T
C108		c		25.7		25.0		51.32		T
C109		c		25.5		25.4		71.53		T
C110		c		-26.3		-6.5		76.26		T
C111		c		29.4		16.4		66.72		T
C112		c		5.0		10.2		68.91		T
C113		c		-19.5		-25.2		90.94		T
C114		c		25.8		-21.9		94.36		T
C115		c		-18.7		-8.2		53.52		T
C116		c		-1.9		5.3		19.39		T
C117		c		3.2		0.8		63.92		T
C118		c		-4.7		29.6		88.26		T
C119		c		2.9		-4.2		94.41		T
C120		c		-2.1		26.8		12.67		T
