StringID		Type		X		Y		Demand		ServiceBy
D0		d		13.8		5.7		0.0		-
C1		c		12.4		-11.1		4.62		D/T
C2		c		17.1		24.7		2.78		D/T
C3		c		20.9		12.4		4.13		D/T
C4		c		14.4		4.2		2.62		D/T
C5		c		-22.1		-23.7		1.07		D/T
C6		c		-21.2		-28.5		2.25		D/T
C7		c		-25.9		-3.0		4.23		D/T
C8		c		-18.4		-11.3		2.15		D/T
C9		c		27.7		-19.1		0.56		D/T
C10		c		8.8		-12.9		3.37		D/T
C11		c		18.6		-22.6		3.7		D/T
C12		c		27.2		-23.7		2.69		D/T
C13		c		15.8		-26.9		4.45		D/T
C14		c		-1.7		2.2		2.93		D/T
C15		c		-27.4		-4.0		1.52		D/T
C16		c		-14.1		-11.0		3.17		D/T
C17		c		19.0		24.0		2.87		D/T
C18		c		-1.8		28.2		3.89		D/T
C19		c		0.4		24.9		4.79		D/T
C20		c		-0.5		22.9		2.64		D/T
C21		c		-10.4		-9.8		1.57		D/T
C22		c		-1.0		18.6		0.82		D/T
C23		c		-19.5		-10.6		4.92		D/T
C24		c		16.0		8.8		0.61		D/T
C25		c		11.5		14.1		1.13		D/T
C26		c		19.5		-5.2		2.8		D/T
C27		c		-9.4		14.4		4.41		D/T
C28		c		4.0		16.3		2.62		D/T
C29		c		2.9		16.4		2.08		D/T
C30		c		-15.0		-13.4		1.75		D/T
C31		c		3.6		1.4		4.04		D/T
C32		c		-26.5		-11.6		1.26		D/T
C33		c		-16.2		-21.3		4.81		D/T
C34		c		11.0		16.9		2.35		D/T
C35		c		-25.7		-27.1		2.44		D/T
C36		c		27.2		5.6		4.07		D/T
C37		c		-5.3		-17.5		4.68		D/T
C38		c		23.8		-0.7		3.12		D/T
C39		c		-12.7		12.9		4.48		D/T
C40		c		-7.6		21.1		3.83		D/T
C41		c		25.8		1.6		3.76		D/T
C42		c		2.6		-14.7		3.17		D/T
C43		c		-22.5		3.8		1.11		D/T
C44		c		-3.0		-18.4		3.68		D/T
C45		c		-5.0		16.8		4.89		D/T
C46		c		16.6		-15.1		4.38		D/T
C47		c		16.0		29.5		4.75		D/T
C48		c		-18.3		19.1		0.9		D/T
C49		c		-13.6		-11.5		4.78		D/T
C50		c		-24.6		-21.4		2.91		D/T
C51		c		-0.4		9.5		1.76		D/T
C52		c		-4.7		21.9		2.52		D/T
C53		c		20.4		-24.9		2.67		D/T
C54		c		-22.4		24.1		2.71		D/T
