StringID		Type		X		Y		Demand		ServiceBy
D0		d		-4.9		0.2		0.0		-
C1		c		-8.2		17.3		3.99		D/T
C2		c		7.1		-6.7		3.8		D/T
C3		c		-11.2		14.2		1.03		D/T
C4		c		-14.6		18.0		2.2		D/T
C5		c		-4.9		-8.0		3.34		D/T
C6		c		9.7		0.3		1.39		D/T
C7		c		9.1		-3.6		3.54		D/T
C8		c		-4.1		-14.7		0.67		D/T
C9		c		-12.3		-10.2		2.7		D/T
C10		c		-10.1		9.1		2.81		D/T
C11		c		2.5		-12.3		1.97		D/T
C12		c		4.3		-7.9		0.65		D/T
C13		c		5.3		-15.8		2.25		D/T
C14		c		-16.7		14.4		2.59		D/T
C15		c		0.4		-3.0		4.76		D/T
C16		c		8.6		19.7		4.97		D/T
C17		c		15.8		-1.3		1.92		D/T
C18		c		15.5		-15.4		3.08		D/T
C19		c		4.0		3.0		2.55		D/T
C20		c		5.0		-15.3		0.88		D/T
C21		c		1.2		4.3		1.05		D/T
C22		c		-14.8		-19.3		0.66		D/T
C23		c		-1.4		-19.4		3.68		D/T
C24		c		5.6		-7.0		3.54		D/T
C25		c		-10.4		-2.8		2.04		D/T
C26		c		6.6		-18.5		0.99		D/T
C27		c		3.9		-13.3		0.88		D/T
C28		c		15.6		13.9		4.23		D/T
C29		c		9.7		-5.7		1.76		D/T
C30		c		-18.0		-11.1		4.51		D/T
C31		c		-11.0		16.5		2.71		D/T
C32		c		15.7		-3.2		1.06		D/T
C33		c		11.9		-13.3		1.23		D/T
C34		c		-7.3		-18.6		1.21		D/T
C35		c		-12.2		1.2		1.86		D/T
C36		c		-13.9		6.4		3.02		D/T
C37		c		-4.2		-12.9		2.19		D/T
C38		c		-15.3		-4.5		2.58		D/T
C39		c		1.2		3.2		4.92		D/T
C40		c		14.1		-19.8		1.1		D/T
C41		c		-7.3		17.1		1.92		D/T
C42		c		-1.4		-8.2		3.69		D/T
C43		c		-3.3		-14.1		4.19		D/T
C44		c		12.8		5.4		2.01		D/T
C45		c		-7.6		-0.2		3.58		D/T
C46		c		-4.4		18.3		3.82		D/T
C47		c		12.5		-17.3		4.53		D/T
C48		c		5.3		14.4		3.8		D/T
C49		c		10.3		12.5		4.2		D/T
C50		c		-7.2		3.5		1.42		D/T
C51		c		-1.2		-9.0		1.0		D/T
C52		c		-18.9		14.3		1.18		D/T
C53		c		-11.7		15.6		3.57		D/T
C54		c		-0.9		1.0		0.81		D/T
C55		c		13.4		10.0		2.1		D/T
C56		c		16.8		-4.9		2.97		D/T
C57		c		-9.1		18.7		19.81		T
C58		c		10.9		-16.6		30.3		T
C59		c		9.6		-1.9		61.11		T
C60		c		16.2		-5.1		90.53		T
C61		c		18.1		-15.9		52.18		T
C62		c		17.8		3.5		90.83		T
C63		c		-16.2		17.7		88.97		T
C64		c		14.2		15.8		27.84		T
C65		c		19.9		12.9		69.01		T
C66		c		-19.3		-13.5		8.66		T
C67		c		-13.0		-14.7		71.94		T
C68		c		-9.0		1.5		6.25		T
C69		c		-12.9		-1.5		78.71		T
C70		c		14.7		-15.2		64.21		T
C71		c		10.9		-16.4		68.22		T
C72		c		-7.0		9.0		72.8		T
C73		c		-1.1		-18.4		59.14		T
C74		c		-13.9		-10.8		34.7		T
C75		c		-6.1		-2.1		39.36		T
C76		c		-10.7		-10.7		96.67		T
C77		c		19.3		10.9		35.14		T
C78		c		-10.9		-3.2		15.49		T
C79		c		-13.4		1.0		92.41		T
C80		c		-15.7		-0.5		29.69		T
