StringID		Type		X		Y		Demand		ServiceBy
D0		d		-6.6		7.9		0.0		-
C1		c		10.2		-11.2		4.4		D/T
C2		c		19.8		-16.6		3.37		D/T
C3		c		-1.7		-8.1		4.58		D/T
C4		c		-18.2		7.3		1.73		D/T
C5		c		8.4		5.0		0.52		D/T
C6		c		-13.6		19.0		1.27		D/T
C7		c		4.7		-7.6		2.32		D/T
C8		c		4.1		-10.7		4.52		D/T
C9		c		19.8		5.1		3.49		D/T
C10		c		-3.7		-15.8		1.21		D/T
C11		c		-7.9		5.5		1.66		D/T
C12		c		-4.2		0.4		4.61		D/T
C13		c		9.0		-10.6		1.81		D/T
C14		c		8.2		-10.5		0.62		D/T
C15		c		12.5		18.9		2.83		D/T
C16		c		-3.2		-19.9		3.85		D/T
C17		c		9.6		18.0		4.92		D/T
C18		c		19.1		4.6		1.16		D/T
C19		c		-2.8		2.2		4.51		D/T
C20		c		-8.6		15.4		3.02		D/T
C21		c		11.7		-15.9		0.99		D/T
C22		c		7.0		1.2		2.98		D/T
C23		c		4.1		18.3		0.6		D/T
C24		c		-2.1		-1.9		1.25		D/T
C25		c		15.6		-6.0		4.64		D/T
C26		c		8.1		-3.2		3.25		D/T
C27		c		4.3		-8.9		3.44		D/T
C28		c		-19.6		-1.6		0.9		D/T
C29		c		8.1		9.4		3.45		D/T
C30		c		-15.0		-15.8		4.56		D/T
C31		c		-0.9		-5.0		3.9		D/T
C32		c		14.2		-10.9		3.82		D/T
C33		c		16.2		1.9		2.88		D/T
C34		c		11.0		3.8		2.48		D/T
C35		c		12.3		-8.0		3.62		D/T
C36		c		-19.8		-13.4		4.72		D/T
C37		c		-2.0		6.3		2.82		D/T
C38		c		17.5		-5.8		1.08		D/T
C39		c		14.5		17.5		3.35		D/T
C40		c		5.2		-2.6		4.84		D/T
C41		c		-3.9		-8.3		3.46		D/T
C42		c		2.7		6.0		2.49		D/T
C43		c		-13.9		13.5		1.47		D/T
C44		c		-13.4		-17.8		3.94		D/T
C45		c		10.8		-11.9		1.73		D/T
C46		c		12.3		-5.3		1.81		D/T
C47		c		-15.0		6.1		4.12		D/T
C48		c		-17.9		-5.0		4.21		D/T
C49		c		1.2		15.3		1.12		D/T
C50		c		-0.5		5.8		1.45		D/T
C51		c		0.5		-9.1		3.57		D/T
C52		c		1.5		-4.4		4.99		D/T
C53		c		-18.6		-4.6		1.03		D/T
C54		c		7.7		3.0		4.39		D/T
C55		c		3.4		4.6		3.97		D/T
C56		c		2.1		6.8		2.27		D/T
C57		c		18.4		14.3		2.8		D/T
C58		c		18.9		-16.3		2.24		D/T
C59		c		7.6		-7.4		2.04		D/T
C60		c		-18.1		-14.0		3.4		D/T
C61		c		15.8		19.1		4.48		D/T
C62		c		3.8		-14.0		2.83		D/T
C63		c		-2.2		13.3		1.55		D/T
C64		c		-4.3		-5.3		2.08		D/T
C65		c		4.1		-10.7		0.89		D/T
C66		c		-17.0		9.7		1.71		D/T
C67		c		-3.7		-15.1		3.33		D/T
C68		c		-8.6		-0.0		0.66		D/T
C69		c		8.4		0.2		4.52		D/T
C70		c		-9.0		11.5		0.97		D/T
C71		c		13.8		11.3		4.53		D/T
C72		c		17.2		-19.9		0.67		D/T
C73		c		3.1		16.9		3.97		D/T
C74		c		12.6		17.0		1.3		D/T
C75		c		-0.3		-8.5		1.86		D/T
C76		c		-19.1		-5.4		4.66		D/T
C77		c		0.6		3.1		3.84		D/T
C78		c		-12.8		-8.6		3.92		D/T
C79		c		3.7		6.4		2.4		D/T
C80		c		-7.8		-13.4		3.13		D/T
C81		c		-12.4		15.4		0.65		D/T
C82		c		-12.8		-2.4		2.28		D/T
C83		c		14.3		5.5		1.75		D/T
C84		c		-19.7		11.6		3.53		D/T
C85		c		5.5		4.9		85.41		T
C86		c		11.4		-13.2		86.44		T
C87		c		12.4		-9.1		11.76		T
C88		c		-7.8		4.2		27.47		T
C89		c		-13.7		-3.2		94.67		T
C90		c		-4.3		10.2		84.87		T
C91		c		11.8		1.5		15.91		T
C92		c		13.7		6.3		51.22		T
C93		c		-11.8		0.9		29.41		T
C94		c		-16.7		8.1		52.33		T
C95		c		0.3		-3.6		89.11		T
C96		c		8.1		-7.6		18.07		T
C97		c		1.0		-15.0		79.61		T
C98		c		-3.8		-11.6		57.74		T
C99		c		9.7		4.5		47.95		T
C100		c		-5.8		16.6		70.18		T
C101		c		16.4		-7.9		46.57		T
C102		c		-14.6		-1.7		37.45		T
C103		c		-8.2		-14.3		69.79		T
C104		c		-19.1		3.9		16.33		T
C105		c		-3.1		-12.4		25.54		T
C106		c		-10.3		18.9		76.18		T
C107		c		8.3		4.7		39.56		T
C108		c		-7.0		17.5		52.09		T
C109		c		14.8		-7.7		49.37		T
C110		c		-3.9		0.7		73.26		T
C111		c		-11.3		18.7		12.36		T
C112		c		8.7		8.3		85.59		T
C113		c		6.8		-18.0		84.91		T
C114		c		6.8		-17.3		49.34		T
C115		c		-19.7		-11.6		55.58		T
C116		c		17.5		18.4		34.48		T
C117		c		-9.7		8.3		79.43		T
C118		c		-16.9		8.2		92.78		T
C119		c		-16.6		-9.4		90.7		T
C120		c		17.7		11.4		76.18		T
