StringID		Type		X		Y		Demand		ServiceBy
D0		d		-3.0		7.1		0.0		-
C1		c		5.8		-17.3		2.91		D/T
C2		c		16.5		25.1		2.95		D/T
C3		c		2.9		-23.9		4.99		D/T
C4		c		-5.4		3.3		4.29		D/T
C5		c		26.2		-23.9		2.17		D/T
C6		c		16.7		3.7		1.84		D/T
C7		c		18.5		-16.1		1.51		D/T
C8		c		-19.8		-23.7		2.48		D/T
C9		c		8.5		-22.6		3.75		D/T
C10		c		-20.1		19.1		2.65		D/T
C11		c		-21.3		-14.0		3.01		D/T
C12		c		-23.9		0.4		0.85		D/T
C13		c		-3.7		-6.5		2.51		D/T
C14		c		18.5		-14.4		4.91		D/T
C15		c		10.5		-20.6		3.82		D/T
C16		c		-10.9		16.3		2.61		D/T
C17		c		-19.2		26.1		2.28		D/T
C18		c		-11.9		18.9		3.65		D/T
C19		c		-13.2		-25.0		3.05		D/T
C20		c		-9.2		-12.7		1.94		D/T
C21		c		-0.5		-24.3		2.65		D/T
C22		c		27.9		-19.4		4.85		D/T
C23		c		-27.6		-25.1		2.19		D/T
C24		c		22.7		-23.3		2.87		D/T
C25		c		25.1		-24.2		1.86		D/T
C26		c		-6.8		-4.8		3.62		D/T
C27		c		5.5		-0.5		4.88		D/T
C28		c		-28.8		10.9		4.93		D/T
C29		c		28.7		-16.5		1.28		D/T
C30		c		-25.2		-9.8		4.49		D/T
C31		c		-26.1		0.5		1.16		D/T
C32		c		-5.2		6.0		2.52		D/T
C33		c		23.3		13.2		2.55		D/T
C34		c		2.9		20.8		4.55		D/T
C35		c		-11.1		17.1		2.14		D/T
C36		c		-8.2		13.9		3.35		D/T
C37		c		17.0		-26.2		4.99		D/T
C38		c		6.7		20.0		3.85		D/T
C39		c		-12.5		-3.9		3.29		D/T
C40		c		-0.9		2.4		2.68		D/T
C41		c		9.9		-26.4		2.06		D/T
C42		c		-23.3		19.4		3.96		D/T
C43		c		-3.9		15.0		2.67		D/T
C44		c		0.9		-0.2		0.63		D/T
C45		c		18.7		-25.3		4.47		D/T
C46		c		-13.1		21.1		1.54		D/T
C47		c		27.5		5.0		1.9		D/T
C48		c		-18.1		-1.1		3.77		D/T
C49		c		-23.5		13.6		3.47		D/T
C50		c		5.9		13.7		1.99		D/T
C51		c		-4.2		-25.4		0.94		D/T
C52		c		-28.0		-12.4		0.85		D/T
C53		c		5.8		-15.0		4.69		D/T
C54		c		23.4		-16.5		1.43		D/T
C55		c		19.7		-19.0		2.12		D/T
C56		c		9.0		17.7		1.27		D/T
C57		c		13.5		-28.5		74.73		T
C58		c		-19.0		-11.9		71.91		T
C59		c		24.5		-29.8		48.27		T
C60		c		14.9		27.0		78.26		T
C61		c		23.2		0.7		50.91		T
C62		c		-0.9		-28.4		49.38		T
C63		c		23.5		26.2		42.87		T
C64		c		-9.1		-11.6		59.19		T
C65		c		-2.0		4.0		72.72		T
C66		c		9.3		-17.7		53.16		T
C67		c		15.3		-27.3		17.94		T
C68		c		-2.6		10.5		41.3		T
C69		c		10.1		-3.3		45.74		T
C70		c		0.4		1.5		71.91		T
C71		c		14.7		9.5		46.91		T
C72		c		19.9		-0.2		57.8		T
C73		c		-18.1		-18.1		23.57		T
C74		c		-16.4		-1.7		86.14		T
C75		c		21.8		0.9		85.58		T
C76		c		20.1		6.3		17.81		T
C77		c		-11.9		-5.5		28.57		T
C78		c		-7.0		-11.2		72.17		T
C79		c		12.4		-2.7		17.3		T
C80		c		11.9		20.3		37.04		T
