StringID		Type		X		Y		Demand		ServiceBy
D0		d		7.3		10.9		0.0		-
C1		c		-23.2		6.0		3.29		D/T
C2		c		18.8		-12.0		2.4		D/T
C3		c		28.9		-2.1		1.84		D/T
C4		c		-24.3		-13.6		1.76		D/T
C5		c		33.1		-2.1		3.13		D/T
C6		c		8.6		38.2		3.54		D/T
C7		c		20.0		-18.4		4.1		D/T
C8		c		27.6		36.4		4.68		D/T
C9		c		-14.8		-25.8		4.32		D/T
C10		c		14.5		-25.1		0.89		D/T
C11		c		11.9		-32.6		3.82		D/T
C12		c		-35.1		-23.7		4.95		D/T
C13		c		10.6		-2.5		4.47		D/T
C14		c		-33.6		-23.1		1.6		D/T
C15		c		2.9		4.6		4.13		D/T
C16		c		29.8		10.5		2.14		D/T
C17		c		12.5		-22.4		2.37		D/T
C18		c		-5.3		-2.6		2.9		D/T
C19		c		9.1		-15.5		0.97		D/T
C20		c		16.8		9.9		3.52		D/T
C21		c		16.7		37.2		3.46		D/T
C22		c		36.7		29.5		3.57		D/T
C23		c		-35.2		-21.4		2.93		D/T
C24		c		23.2		-33.7		0.83		D/T
C25		c		-23.1		4.1		2.83		D/T
C26		c		28.5		5.5		1.06		D/T
C27		c		-17.3		-27.6		2.45		D/T
C28		c		12.9		3.3		4.28		D/T
C29		c		-1.8		14.9		2.42		D/T
C30		c		-19.0		14.0		4.11		D/T
C31		c		-26.0		-30.5		2.59		D/T
C32		c		-22.3		33.4		1.92		D/T
C33		c		-30.9		-35.0		2.54		D/T
C34		c		4.7		32.9		4.5		D/T
C35		c		10.0		9.6		2.12		D/T
C36		c		-1.6		-3.9		4.26		D/T
C37		c		-29.0		-3.6		2.78		D/T
C38		c		13.3		-29.4		1.41		D/T
C39		c		25.4		-14.1		0.8		D/T
C40		c		-23.4		10.4		4.49		D/T
C41		c		-23.9		-18.5		4.1		D/T
C42		c		35.6		-39.4		4.09		D/T
C43		c		22.6		-10.1		1.58		D/T
C44		c		5.2		35.1		1.46		D/T
C45		c		20.7		38.6		3.18		D/T
C46		c		-7.2		14.5		2.83		D/T
C47		c		-1.7		21.7		1.09		D/T
C48		c		-18.0		15.5		2.83		D/T
C49		c		-17.7		-31.0		2.77		D/T
C50		c		35.0		-27.0		3.53		D/T
C51		c		26.7		12.7		2.27		D/T
C52		c		-30.0		-1.4		2.57		D/T
C53		c		2.9		4.6		4.97		D/T
C54		c		11.4		19.2		3.44		D/T
C55		c		15.5		-3.4		0.94		D/T
C56		c		28.6		-35.8		2.44		D/T
C57		c		26.9		-24.7		48.54		T
C58		c		8.9		5.6		25.62		T
C59		c		35.5		28.9		46.38		T
C60		c		15.8		-7.4		52.37		T
C61		c		-37.9		32.1		49.42		T
C62		c		-5.7		-14.0		55.36		T
C63		c		37.0		-25.5		55.63		T
C64		c		-13.0		-5.9		32.78		T
C65		c		22.3		20.4		28.25		T
C66		c		-36.4		8.0		94.03		T
C67		c		13.7		-26.7		99.66		T
C68		c		26.6		-27.0		97.29		T
C69		c		-14.0		34.0		69.45		T
C70		c		23.5		11.4		51.33		T
C71		c		37.9		-38.9		35.35		T
C72		c		32.6		12.2		94.6		T
C73		c		-22.0		-27.0		47.15		T
C74		c		-13.9		1.2		74.38		T
C75		c		6.9		9.2		8.93		T
C76		c		39.6		-7.0		14.93		T
C77		c		6.8		-2.8		12.64		T
C78		c		-36.5		-3.1		62.44		T
C79		c		12.5		-24.0		87.56		T
C80		c		-4.2		29.5		75.38		T
